Parent and Person SubClassOf Father,  False.
Can Father that is also Male that is also Parent that is also Person that is also Thing that is also something that (hasParent some (Male that is also Parent that is also Person that is also Thing)) be considered a subcategory of 'Father that is also Male that is also Parent that is also Person that is also Thing that is also something that (hasParent some (Male that is also Parent that is also Person that is also Thing))'?,  False.
Can Thing be considered a subcategory of 'Father that is also Male that is also Parent that is also Person that is also Thing that is also something that (hasParent some (Male that is also Parent that is also Person that is also Thing))'?,  False.
Can Person be considered a subcategory of 'Father that is also Male that is also Parent that is also Person that is also Thing that is also something that (hasParent some (Male that is also Parent that is also Person that is also Thing))'?,  False.
Can Parent be considered a subcategory of 'Father that is also Male that is also Parent that is also Person that is also Thing that is also something that (hasParent some (Male that is also Parent that is also Person that is also Thing))'?,  False.
Can Male be considered a subcategory of 'Father that is also Male that is also Parent that is also Person that is also Thing that is also something that (hasParent some (Male that is also Parent that is also Person that is also Thing))'?,  False.
Can GrandMother be considered a subcategory of 'Male that is also Parent that is also Person that is also Thing'?,  False.
Can Thing be considered a subcategory of 'Male that is also Parent that is also Person that is also Thing'?,  True,
Can Daughter that is also Man be considered a subcategory of 'Sex'?,  False.
Can Child that is also Sibling be considered a subcategory of 'GrandFather'?,  False.
Can GrandFather that is also Man be considered a subcategory of 'GrandMother'?,  False.
Can Daughter that is also Mother be considered a subcategory of 'GrandFather'?,  False.
Can something that hasChild some Male be considered a subcategory of 'Sister'?,  False.
Can Father that is also GrandMother be considered a subcategory of 'Sister'?,  False.
Can Father that is also Sister be considered a subcategory of 'OffSpring'?,  False.
Can Brother that is also Male be considered a subcategory of 'Son'?,  False.
Can something that hasParent some Woman be considered a subcategory of 'Son'?,  False.
Can GrandFather that is also Man be considered a subcategory of 'OffSpring'?,  False.
Can something that hasSex some GrandFather be considered a subcategory of 'Son'?,  False.
Can Male that is also Woman be considered a subcategory of 'Child'?,  False.
Can Daughter be considered a subcategory of 'something that hasParent some Sex'?,  True.
Can GrandMother be considered a subcategory of 'something that hasParent some Sex'?,  True,
Can Thing that is also something that (hasParent some Sex) be considered a subcategory of 'Thing that is also something that (hasParent some Sex)'?,  False.
Can Thing be considered a subcategory of 'Thing that is also something that (hasParent some Sex)'?,  False.
Can Person be considered a subcategory of 'Thing that is also something that (hasParent some Sex)'?,  True.
Can Person be considered a subcategory of 'Thing'?,  True.
Can Thing be considered a subcategory of 'Person'?,  False.
Can Person be considered a subcategory of 'Person'?,  False.
Can Female be considered a subcategory of 'Sex'?,  True.
Can Female be considered a subcategory of 'GrandMother'?,  False.
Can Female be considered a subcategory of 'Thing'?,  True.
Can Female be considered a subcategory of 'Sex that is also Thing'?,  False.
Can Female be considered a subcategory of 'Son'?,  False.
Can Female be considered a subcategory of 'Child'?,  False.
Can Female be considered a subcategory of 'Person'?,  False.
Can Female be considered a subcategory of 'Brother'?,  False.
Can Female be considered a subcategory of 'Daughter'?,  False.
Can Female be considered a subcategory of 'Mother'?,  False.
Can Female be considered a subcategory of 'GrandParent'?,  False.
Can Female be considered a subcategory of 'Sister'?,  False.
Can Female be considered a subcategory of 'OffSpring'?,  False.
Can Female be considered a subcategory of 'Woman'?,  False.
Can Female be considered a subcategory of 'Sibling'?,  False.
Can Female be considered a subcategory of 'GrandFather'?,  False.
Can Female that is also Sibling be considered a subcategory of 'Child'?,  False.
Can Daughter that is also Woman be considered a subcategory of 'Mother'?,  False.
Can Child be considered a subcategory of 'something that hasParent some Female'?,  True,
Can GrandMother be considered a subcategory of 'something that hasParent some Female'?,  True,
Can Thing that is also something that (hasParent some Female) be considered a subcategory of 'Thing that is also something that (hasParent some Female)'?,  False.
Can Thing be considered a subcategory of 'Thing that is also something that (hasParent some Female)'?,  False.
Can Person be considered a subcategory of 'Thing that is also something that (hasParent some Female)'?,  False.
Can GrandParent be considered a subcategory of 'Thing that is also something that (hasParent some Female)'?,  False.
Can Parent be considered a subcategory of 'Female'?,  False.
Can Man be considered a subcategory of 'Female'?,  False.
Can Sex be considered a subcategory of 'Female'?,  False.
Can Woman be considered a subcategory of 'Female'?,  False.
Can GrandMother be considered a subcategory of 'Person that is also Thing that is also something that (hasParent some Female)'?,  True.
Can GrandMother be considered a subcategory of 'GrandParent that is also Person that is also Thing that is also something that (hasParent some Female)'?,  True.
Can GrandMother be considered a subcategory of 'GrandParent that is also Person that is also Thing that is also something that (hasParent some (Female that is also Thing))'?,  True.
Can GrandMother be considered a subcategory of 'GrandParent that is also Person that is also Thing that is also something that (hasParent some (Female that is also Person that is also Thing))'?,  True.
Can GrandMother be considered a subcategory of 'GrandParent that is also Person that is also Thing that is also something that (hasParent some (Female that is also GrandParent that is also Person that is also Thing))'?,  True.
Can Father that is also GrandParent that is also Person that is also Thing that is also something that (hasParent some (Female that is also GrandParent that is also Person that is also Thing)) be considered a subcategory of 'Father that is also GrandParent that is also Person that is also Thing that is also something that (hasParent some (Female that is also GrandParent that is also Person that is also Thing))'?,  False.
Can Thing be considered a subcategory of 'Father that is also GrandParent that is also Person that is also Thing that is also something that (hasParent some (Female that is also GrandParent that is also Person that is also Thing))'?,  True.
Can Thing be considered a subcategory of 'Thing'?,  False.
Can GrandMother be considered a subcategory of 'Female that is also GrandParent that is also Person that is also Thing'?,  True.
Can GrandParent that is also Parent be considered a subcategory of 'Female'?,  False.
Can OffSpring that is also Parent be considered a subcategory of 'Sex'?,  False.
Can something that hasChild some Sibling be considered a subcategory of 'Daughter'?,  False.
Can Brother that is also Daughter be considered a subcategory of 'Sex'?,  False.
Can Sibling be considered a subcategory of 'something that hasChild some Brother'?,  False.
Can GrandMother that is also Sex be considered a subcategory of 'Mother'?,  False.
Can Daughter be considered a subcategory of 'something that hasParent some Sister'?,  False.
Can GrandParent that is also Mother be considered a subcategory of 'Sibling'?,  False.
Can Mother that is also Parent be considered a subcategory of 'GrandParent'?,  False.
Can Child that is also Female be considered a subcategory of 'GrandParent'?,  False.
Can Father that is also GrandParent be considered a subcategory of 'Daughter'?,  False.
Can GrandMother be considered a subcategory of 'something that hasChild some Sex'?,  False.
Can Child that is also Son be considered a subcategory of 'Brother'?,  False.
Can Male that is also Sister be considered a subcategory of 'Mother'?,  False.
Can Female be considered a subcategory of 'something that hasChild some Sex'?,  True.
Can Thing be considered a subcategory of 'something that hasChild some Sex'?,  False.
Can Son be considered a subcategory of 'something that hasChild some Sex'?,  True.
Can Thing that is also something that (hasChild some Sex) be considered a subcategory of 'Thing that is also something that (hasChild some Sex)'?,  False.
Can Thing be considered a subcategory of 'Thing that is also something that (hasChild some Sex)'?,  False.
Can Child be considered a subcategory of 'Thing that is also something that (hasChild some Sex)'?,  False.
Can Person be considered a subcategory of 'Thing that is also something that (hasChild some Sex)'?,  False.
Can OffSpring be considered a subcategory of 'Thing that is also something that (hasChild some Sex)'?,  False.
Can Male be considered a subcategory of 'Thing that is also something that (hasChild some Sex)'?,  True.
Can Sex be considered a subcategory of 'Thing that is also something that (hasChild some Sex)'?,  False.
Can Male be considered a subcategory of 'Male'?,  False.
Can Man be considered a subcategory of 'Sex'?,  False.
Can Woman be considered a subcategory of 'Sex'?,  False.
Can Male be considered a subcategory of 'Sex that is also Thing'?,  False.
Can Male be considered a subcategory of 'Person that is also Sex that is also Thing'?,  False.
Can Father that is also Sex be considered a subcategory of 'Child'?,  False.
Can Sex be considered a subcategory of 'something that hasSibling some Male'?,  False.
Can OffSpring that is also Sibling be considered a subcategory of 'GrandMother'?,  False.
Can Daughter that is also Man be considered a subcategory of 'GrandFather'?,  False.
Can Male that is also Sex be considered a subcategory of 'GrandFather'?,  False.
Can Child that is also Person be considered a subcategory of 'GrandParent'?,  False.
Can Brother that is also Woman be considered a subcategory of 'GrandMother'?,  False.
Can Male that is also Woman be considered a subcategory of 'GrandMother'?,  False.
Can Sex that is also Sibling be considered a subcategory of 'Sister'?,  False.
Can Brother that is also Female be considered a subcategory of 'Sister'?,  False.
Can something that hasSibling some Person be considered a subcategory of 'GrandFather'?,  False.
Can Male be considered a subcategory of 'Person that is also Thing that is also something that (hasChild some Sex)'?,  True.
Can Male be considered a subcategory of 'Person that is also Sex that is also Thing that is also something that (hasChild some Sex)'?,  False.
Can Male be considered a subcategory of 'Person that is also Thing that is also something that (hasChild some (Sex that is also Thing))'?,  False.
Can Male be considered a subcategory of 'Person that is also Thing that is also something that (hasChild some (Person that is also Sex))'?,  True.
Can Father that is also Person that is also Thing that is also something that (hasChild some (Person that is also Sex)) be considered a subcategory of 'Father that is also Person that is also Thing that is also something that (hasChild some (Person that is also Sex))'?,  False.
Can Thing be considered a subcategory of 'Father that is also Person that is also Thing that is also something that (hasChild some (Person that is also Sex))'?,  True.
Can Father that is also Male that is also Parent that is also Person that is also Sex that is also Thing that is also something that (hasChild some (Person that is also Sex)) be considered a subcategory of 'Father that is also Male that is also Parent that is also Person that is also Sex that is also Thing that is also something that (hasChild some (Person that is also Sex))'?,  False.
Can Father that is also Male that is also Parent that is also Person that is also Sex that is also Thing that is also something that (hasChild some (Person that is also Sex that is also Thing)) be considered a subcategory of 'Father that is also Male that is also Parent that is also Person that is also Sex that is also Thing that is also something that (hasChild some (Person that is also Sex that is also Thing))'?,  False.
Can something that hasSex some GrandFather be considered a subcategory of 'GrandFather'?,  False.
Can Daughter that is also GrandMother be considered a subcategory of 'Mother'?,  False.
Can GrandFather that is also GrandParent be considered a subcategory of 'Woman'?,  False.
Can Person that is also Son be considered a subcategory of 'GrandParent'?,  False.
Can GrandFather that is also GrandMother be considered a subcategory of 'Child'?,  False.
Can Brother that is also Father be considered a subcategory of 'Child'?,  False.
Can Female that is also Sex be considered a subcategory of 'Child'?,  False.
Can Daughter that is also Person be considered a subcategory of 'Mother'?,  False.
Can Daughter be considered a subcategory of 'something that hasChild some Mother'?,  True.
Can GrandMother be considered a subcategory of 'something that hasChild some Mother'?,  False.
Can Thing be considered a subcategory of 'something that hasChild some Mother'?,  False.
Can Son be considered a subcategory of 'something that hasChild some Mother'?,  True.
Can Thing that is also something that (hasChild some Mother) be considered a subcategory of 'Thing that is also something that (hasChild some Mother)'?,  True.
Can Parent be considered a subcategory of 'Mother'?,  False.
Can Man be considered a subcategory of 'Mother'?,  False.
Can Sex be considered a subcategory of 'Mother'?,  False.
Can Woman be considered a subcategory of 'Mother'?,  False.
Can Son be considered a subcategory of 'Child that is also Thing that is also something that (hasChild some Mother)'?,  True.
Can Son be considered a subcategory of 'Child that is also Person that is also Thing that is also something that (hasChild some Mother)'?,  True.
Can Son be considered a subcategory of 'Child that is also OffSpring that is also Person that is also Thing that is also something that (hasChild some Mother)'?,  True.
Can Son be considered a subcategory of 'Child that is also Male that is also OffSpring that is also Person that is also Thing that is also something that (hasChild some Mother)'?,  True.
Can Son be considered a subcategory of 'Child that is also Male that is also OffSpring that is also Person that is also Thing that is also something that (hasChild some (Mother that is also Thing))'?,  True.
Can Son be considered a subcategory of 'Child that is also Male that is also OffSpring that is also Person that is also Thing that is also something that (hasChild some (Child that is also Mother that is also Thing))'?,  True.
Can Son be considered a subcategory of 'Child that is also Male that is also OffSpring that is also Person that is also Thing that is also something that (hasChild some (Child that is also Mother that is also Person that is also Thing))'?,  True.
Can Son be considered a subcategory of 'Child that is also Male that is also OffSpring that is also Person that is also Thing that is also something that (hasChild some (Child that is also Mother that is also OffSpring that is also Person that is also Thing))'?,  True.
Can Son be considered a subcategory of 'Child that is also Male that is also OffSpring that is also Person that is also Thing that is also something that (hasChild some (Child that is also Male that is also Mother that is also OffSpring that is also Person that is also Thing))'?,  False.
Can Child that is also Father that is also Male that is also OffSpring that is also Person that is also Thing that is also something that (hasChild some (Child that is also Mother that is also OffSpring that is also Person that is also Thing)) be considered a subcategory of 'Child that is also Father that is also Male that is also OffSpring that is also Person that is also Thing that is also something that (hasChild some (Child that is also Mother that is also OffSpring that is also Person that is also Thing))'?,  False.
Can Thing be considered a subcategory of 'Child that is also Father that is also Male that is also OffSpring that is also Person that is also Thing that is also something that (hasChild some (Child that is also Mother that is also OffSpring that is also Person that is also Thing))'?,  True.
Can GrandMother be considered a subcategory of 'Child that is also Mother that is also OffSpring that is also Person that is also Thing'?,  False.
Can Thing be considered a subcategory of 'Child that is also Mother that is also OffSpring that is also Person that is also Thing'?,  True.
Can Child that is also Father that is also Male that is also Mother that is also OffSpring that is also Parent that is also Person that is also Sex that is also Thing that is also something that (hasChild some (Father that is also Person that is also Sex that is also Thing)) be considered a subcategory of 'Child that is also Father that is also Male that is also Mother that is also OffSpring that is also Parent that is also Person that is also Sex that is also Thing that is also something that (hasChild some (Father that is also Person that is also Sex that is also Thing))'?,  False.
Can Child that is also Father that is also Male that is also Mother that is also OffSpring that is also Parent that is also Person that is also Sex that is also Thing that is also something that (hasChild some (Father that is also Parent that is also Person that is also Sex that is also Thing)) be considered a subcategory of 'Child that is also Father that is also Male that is also Mother that is also OffSpring that is also Parent that is also Person that is also Sex that is also Thing that is also something that (hasChild some (Father that is also Parent that is also Person that is also Sex that is also Thing))'?,  False.
Can something that hasSex some Child be considered a subcategory of 'GrandMother'?,  False.
Can something that hasSibling some Parent be considered a subcategory of 'GrandMother'?,  False.
Can Father that is also OffSpring be considered a subcategory of 'Female'?,  False.
Can GrandFather that is also Son be considered a subcategory of 'Female'?,  False.
Can Male that is also Sibling be considered a subcategory of 'Woman'?,  False.
Can Female be considered a subcategory of 'something that hasSex some OffSpring'?,  False.
Can Child that is also Daughter be considered a subcategory of 'Brother'?,  False.
Can Daughter that is also Female be considered a subcategory of 'Woman'?,  False.
Can Man be considered a subcategory of 'something that hasSibling some Son'?,  False.
Can Person that is also Sibling be considered a subcategory of 'Son'?,  False.
Can GrandParent that is also Parent be considered a subcategory of 'Woman'?,  False.
Can GrandParent be considered a subcategory of 'something that hasSex some Parent'?,  False.
Can Person that is also Woman be considered a subcategory of 'Female'?,  False.
Can Sister be considered a subcategory of 'something that hasParent some Sister'?,  False.
Can GrandParent that is also Person be considered a subcategory of 'GrandMother'?,  False.
Can Female that is also OffSpring be considered a subcategory of 'GrandMother'?,  False.
Can Child be considered a subcategory of 'something that hasSibling some Son'?,  True.
Can GrandMother be considered a subcategory of 'something that hasSibling some Son'?,  False.
Can Thing be considered a subcategory of 'something that hasSibling some Son'?,  False.
Can Son be considered a subcategory of 'something that hasSibling some Son'?,  True.
Can Thing that is also something that (hasSibling some Son) be considered a subcategory of 'Thing that is also something that (hasSibling some Son)'?,  False.
Can Thing be considered a subcategory of 'Thing that is also something that (hasSibling some Son)'?,  False.
Can Child be considered a subcategory of 'Thing that is also something that (hasSibling some Son)'?,  False.
Can Person be considered a subcategory of 'Thing that is also something that (hasSibling some Son)'?,  False.
Can OffSpring be considered a subcategory of 'Thing that is also something that (hasSibling some Son)'?,  False.
Can Male be considered a subcategory of 'Thing that is also something that (hasSibling some Son)'?,  False.
Can Parent be considered a subcategory of 'Son'?,  False.
Can Sex be considered a subcategory of 'Son'?,  False.
Can Woman be considered a subcategory of 'Son'?,  False.
Can Son be considered a subcategory of 'Child that is also Thing that is also something that (hasSibling some Son)'?,  True.
Can Son be considered a subcategory of 'Child that is also Person that is also Thing that is also something that (hasSibling some Son)'?,  False.
Can Son be considered a subcategory of 'Child that is also OffSpring that is also Thing that is also something that (hasSibling some Son)'?,  True.
Can Son be considered a subcategory of 'Child that is also Male that is also OffSpring that is also Thing that is also something that (hasSibling some Son)'?,  True.
Can Son be considered a subcategory of 'Child that is also Male that is also OffSpring that is also Thing that is also something that (hasSibling some (Son that is also Thing))'?,  True.
Can Son be considered a subcategory of 'Child that is also Male that is also OffSpring that is also Thing that is also something that (hasSibling some (Child that is also Son that is also Thing))'?,  True.
Can Son be considered a subcategory of 'Child that is also Male that is also OffSpring that is also Thing that is also something that (hasSibling some (Child that is also Person that is also Son that is also Thing))'?,  True.
Can Son be considered a subcategory of 'Child that is also Male that is also OffSpring that is also Thing that is also something that (hasSibling some (Child that is also OffSpring that is also Person that is also Son that is also Thing))'?,  True.
Can Son be considered a subcategory of 'Child that is also Male that is also OffSpring that is also Thing that is also something that (hasSibling some (Child that is also Male that is also OffSpring that is also Person that is also Son that is also Thing))'?,  True.
Can Child that is also Father that is also Male that is also OffSpring that is also Thing that is also something that (hasSibling some (Child that is also Male that is also OffSpring that is also Person that is also Son that is also Thing)) be considered a subcategory of 'Child that is also Father that is also Male that is also OffSpring that is also Thing that is also something that (hasSibling some (Child that is also Male that is also OffSpring that is also Person that is also Son that is also Thing))'?,  False.
Can Thing be considered a subcategory of 'Child that is also Father that is also Male that is also OffSpring that is also Thing that is also something that (hasSibling some (Child that is also Male that is also OffSpring that is also Person that is also Son that is also Thing))'?,  True.
Can GrandMother be considered a subcategory of 'Child that is also Male that is also OffSpring that is also Person that is also Son that is also Thing'?,  False.
Can Thing be considered a subcategory of 'Child that is also Male that is also OffSpring that is also Person that is also Son that is also Thing'?,  True.
Can Child that is also Father that is also Male that is also Mother that is also OffSpring that is also Parent that is also Person that is also Sex that is also Son that is also Thing that is also something that (hasChild some (Child that is also Father that is also Parent that is also Person that is also Sex that is also Thing)) be considered a subcategory of 'Child that is also Father that is also Male that is also Mother that is also OffSpring that is also Parent that is also Person that is also Sex that is also Son that is also Thing that is also something that (hasChild some (Child that is also Father that is also Parent that is also Person that is also Sex that is also Thing)) that is also something that (hasChild some (Person that is also Sex that is also Thing))'?,  False.
Can Child that is also Father that is also Male that is also Mother that is also OffSpring that is also Parent that is also Person that is also Sex that is also Son that is also Thing that is also something that (hasChild some (Child that is also Father that is also Parent that is also Person that is also Sex that is also Thing)) be considered a subcategory of 'Child that is also Father that is also Male that is also Mother that is also OffSpring that is also Parent that is also Person that is also Sex that is also Son that is also Thing that is also something that (hasChild some (Child that is also Father that is also Parent that is also Person that is also Sex that is also Thing)) that is also something that (hasChild some (Father that is also Person that is also Sex that is also Thing))'?,  False.
Can GrandFather be considered a subcategory of 'something that hasSex some Mother'?,  False.
Can Brother that is also Male be considered a subcategory of 'Woman'?,  False.
Can something that hasSex some Woman be considered a subcategory of 'Woman'?,  False.
Can Brother that is also Father be considered a subcategory of 'Female'?,  False.
Can Sex that is also Woman be considered a subcategory of 'Female'?,  False.
Can Man be considered a subcategory of 'Brother'?,  False.
Can Father that is also GrandFather be considered a subcategory of 'Sibling'?,  False.
Can something that hasSibling some GrandParent be considered a subcategory of 'Female'?,  False.
Can Child that is also Woman be considered a subcategory of 'GrandParent'?,  False.
Can Male that is also Parent be considered a subcategory of 'GrandFather'?,  False.
Can Male that is also Person be considered a subcategory of 'Sibling'?,  False.
Can Daughter be considered a subcategory of 'something that hasSex some Sibling'?,  False.
Can Sibling that is also Sister be considered a subcategory of 'Daughter'?,  False.
Can Mother be considered a subcategory of 'something that hasChild some Brother'?,  False.
Can Sister be considered a subcategory of 'something that hasSex some Father'?,  False.
Can GrandParent that is also Parent be considered a subcategory of 'Sister'?,  False.
Can something that hasChild some Person be considered a subcategory of 'Man'?,  False.
Can OffSpring that is also Sibling be considered a subcategory of 'GrandParent'?,  False.
Can Female that is also Son be considered a subcategory of 'GrandFather'?,  False.
Can Daughter be considered a subcategory of 'something that hasParent some GrandMother'?,  True,
Can GrandMother be considered a subcategory of 'something that hasParent some GrandMother'?,  False.
Can Thing be considered a subcategory of 'something that hasParent some GrandMother'?,  False.
Can Son be considered a subcategory of 'something that hasParent some GrandMother'?,  True.
Can Thing that is also something that (hasParent some GrandMother) be considered a subcategory of 'Thing that is also something that (hasParent some GrandMother)'?,  True.
Can Parent be considered a subcategory of 'GrandMother'?,  False.
Can Man be considered a subcategory of 'GrandMother'?,  False.
Can Sex be considered a subcategory of 'GrandMother'?,  False.
Can Woman be considered a subcategory of 'GrandMother'?,  False.
Can Son be considered a subcategory of 'Child that is also Thing that is also something that (hasParent some GrandMother)'?,  True.
Can Son be considered a subcategory of 'Child that is also Person that is also Thing that is also something that (hasParent some GrandMother)'?,  True.
Can Son be considered a subcategory of 'Child that is also OffSpring that is also Person that is also Thing that is also something that (hasParent some GrandMother)'?,  True.
Can Son be considered a subcategory of 'Child that is also Male that is also OffSpring that is also Person that is also Thing that is also something that (hasParent some GrandMother)'?,  True.
Can Son be considered a subcategory of 'Child that is also Male that is also OffSpring that is also Person that is also Thing that is also something that (hasParent some (GrandMother that is also Thing))'?,  True.
Can Son be considered a subcategory of 'Child that is also Male that is also OffSpring that is also Person that is also Thing that is also something that (hasParent some (Child that is also GrandMother that is also Thing))'?,  True.
Can Son be considered a subcategory of 'Child that is also Male that is also OffSpring that is also Person that is also Thing that is also something that (hasParent some (Child that is also GrandMother that is also Person that is also Thing))'?,  True.
Can Son be considered a subcategory of 'Child that is also Male that is also OffSpring that is also Person that is also Thing that is also something that (hasParent some (Child that is also GrandMother that is also OffSpring that is also Person that is also Thing))'?,  True.
Can Son be considered a subcategory of 'Child that is also Male that is also OffSpring that is also Person that is also Thing that is also something that (hasParent some (Child that is also GrandMother that is also Male that is also OffSpring that is also Person that is also Thing))'?,  True.
Can Child that is also Male that is also OffSpring that is also Person that is also Son that is also Thing that is also something that (hasParent some (Child that is also GrandMother that is also Male that is also OffSpring that is also Person that is also Thing)) be considered a subcategory of 'Child that is also Male that is also OffSpring that is also Person that is also Son that is also Thing that is also something that (hasParent some (Child that is also GrandMother that is also Male that is also OffSpring that is also Person that is also Thing))'?,  False.
Can Thing be considered a subcategory of 'Child that is also Male that is also OffSpring that is also Person that is also Son that is also Thing that is also something that (hasParent some (Child that is also GrandMother that is also Male that is also OffSpring that is also Person that is also Thing))'?,  False.
Can Child be considered a subcategory of 'Child that is also Male that is also OffSpring that is also Person that is also Son that is also Thing that is also something that (hasParent some (Child that is also GrandMother that is also Male that is also OffSpring that is also Person that is also Thing))'?,  False.
Can Person be considered a subcategory of 'Child that is also Male that is also OffSpring that is also Person that is also Son that is also Thing that is also something that (hasParent some (Child that is also GrandMother that is also Male that is also OffSpring that is also Person that is also Thing))'?,  False.
Can OffSpring be considered a subcategory of 'Child that is also Male that is also OffSpring that is also Person that is also Son that is also Thing that is also something that (hasParent some (Child that is also GrandMother that is also Male that is also OffSpring that is also Person that is also Thing))'?,  False.
Can Male be considered a subcategory of 'Child that is also Male that is also OffSpring that is also Person that is also Son that is also Thing that is also something that (hasParent some (Child that is also GrandMother that is also Male that is also OffSpring that is also Person that is also Thing))'?,  False.
Can Thing be considered a subcategory of 'Child that is also GrandMother that is also Male that is also OffSpring that is also Person that is also Thing'?,  True.
Can Child that is also Father that is also Female that is also GrandMother that is also Male that is also Mother that is also OffSpring that is also Parent that is also Person that is also Sex that is also Son that is also Thing that is also something that (hasChild some (Child that is also Father that is also Parent that is also Person that is also Sex that is also Thing)) be considered a subcategory of 'Child that is also Father that is also Female that is also GrandMother that is also Male that is also Mother that is also OffSpring that is also Parent that is also Person that is also Sex that is also Son that is also Thing that is also something that (hasChild some (Child that is also Father that is also Parent that is also Person that is also Sex that is also Thing)) that is also something that (hasChild some (Father that is also Parent that is also Person that is also Sex that is also Thing)) that is also something that (hasChild some (Father that is also Person that is also Sex that is also Thing)) that is also something that (hasChild some (Person that is also Sex that is also Thing))'?,  False.
Can Child that is also Father that is also Female that is also GrandMother that is also GrandParent that is also Male that is also Mother that is also OffSpring that is also Parent that is also Person that is also Sex that is also Son that is also Thing that is also something that (hasChild some (Child that is also Father that is also Parent that is also Person that is also Sex that is also Thing)) be considered a subcategory of 'Child that is also Father that is also Female that is also GrandMother that is also GrandParent that is also Male that is also Mother that is also OffSpring that is also Parent that is also Person that is also Sex that is also Son that is also Thing that is also something that (hasChild some (Child that is also Father that is also Parent that is also Person that is also Sex that is also Thing)) that is also something that (hasChild some (Father that is also Parent that is also Person that is also Sex that is also Thing)) that is also something that (hasChild some (Father that is also Person that is also Sex that is also Thing)) that is also something that (hasChild some (Person that is also Sex that is also Thing))'?,  False.
Can Sex be considered a subcategory of 'something that hasSibling some GrandMother'?,  False.
Can GrandMother be considered a subcategory of 'something that hasChild some Man'?,  False.
Can Mother that is also Parent be considered a subcategory of 'GrandFather'?,  False.
Can something that hasParent some OffSpring be considered a subcategory of 'Man'?,  False.
Can Man that is also Sex be considered a subcategory of 'Woman'?,  False.
Can Father that is also GrandMother be considered a subcategory of 'Daughter'?,  False.
Can Male be considered a subcategory of 'something that hasSibling some Man'?,  False.
Can GrandParent that is also Woman be considered a subcategory of 'Man'?,  False.
Can GrandFather that is also Son be considered a subcategory of 'Woman'?,  False.
Can Parent that is also Sex be considered a subcategory of 'Daughter'?,  False.
Can Brother that is also Man be considered a subcategory of 'Daughter'?,  False.
Can Father be considered a subcategory of 'something that hasSex some Mother'?,  False.
Can something that hasParent some Son be considered a subcategory of 'Brother'?,  False.
Can Brother that is also Sex be considered a subcategory of 'Woman'?,  False.
Can GrandParent that is also Woman be considered a subcategory of 'Sister'?,  False.
Can Child that is also Sibling be considered a subcategory of 'Man'?,  False.
Can Sister be considered a subcategory of 'something that hasSex some GrandParent'?,  False.
Can Daughter that is also Female be considered a subcategory of 'Man'?,  False.
Can Mother that is also Sex be considered a subcategory of 'Daughter'?,  False.
Can GrandFather be considered a subcategory of 'something that hasChild some GrandFather'?,  False.
Can GrandMother that is also Person be considered a subcategory of 'Man'?,  False.
Can Parent be considered a subcategory of 'something that hasSibling some Person'?,  False.
Can Child be considered a subcategory of 'something that hasParent some Sibling'?,  False.
Can Daughter that is also Person be considered a subcategory of 'Brother'?,  False.
Can Man be considered a subcategory of 'something that hasSex some OffSpring'?,  False.
Can Person be considered a subcategory of 'something that hasChild some Brother'?,  False.
Can GrandFather be considered a subcategory of 'something that hasSex some Male'?,  False.
Can OffSpring that is also Sibling be considered a subcategory of 'Brother'?,  False.
Can GrandMother that is also Sister be considered a subcategory of 'Woman'?,  True.
Can GrandMother that is also Sister be considered a subcategory of 'Brother'?,  False.
Can GrandMother that is also Sister be considered a subcategory of 'Daughter'?,  False.
Can GrandMother that is also Sister be considered a subcategory of 'Man'?,  False.
Can OffSpring that is also Son be considered a subcategory of 'GrandFather'?,  False.
Can Parent be considered a subcategory of 'something that hasChild some Man'?,  False.
Can Mother that is also OffSpring be considered a subcategory of 'GrandFather'?,  False.
Can something that hasSibling some Father be considered a subcategory of 'Daughter'?,  False.
Can something that hasChild some Son be considered a subcategory of 'Daughter'?,  False.
Can Male that is also Sister be considered a subcategory of 'Daughter'?,  False.
Can GrandMother that is also Person be considered a subcategory of 'Brother'?,  False.
Can GrandParent that is also Parent be considered a subcategory of 'Man'?,  False.
Can GrandMother that is also Woman be considered a subcategory of 'GrandFather'?,  False.
Can Child that is also Father be considered a subcategory of 'Man'?,  False.
Can Female that is also GrandParent be considered a subcategory of 'Sister'?,  False.
Can Brother that is also Sibling be considered a subcategory of 'Sister'?,  False.
Can GrandMother that is also Sister be considered a subcategory of 'GrandFather'?,  False.
Can Father be considered a subcategory of 'something that hasSibling some Brother'?,  False.
Can something that hasSibling some Woman be considered a subcategory of 'Woman'?,  False.
Can Father be considered a subcategory of 'something that hasSex some GrandMother'?,  False.
Can Daughter that is also OffSpring be considered a subcategory of 'Sister'?,  False.
Can Sex that is also Son be considered a subcategory of 'Sister'?,  False.
Can GrandParent that is also Mother be considered a subcategory of 'Brother'?,  False.
Can Female that is also Mother be considered a subcategory of 'Woman'?,  True.
Can Female that is also Mother be considered a subcategory of 'Brother'?,  False.
Can Female that is also Mother be considered a subcategory of 'Daughter'?,  False.
Can Female that is also Mother be considered a subcategory of 'Man'?,  False.
Can Mother be considered a subcategory of 'something that hasSex some OffSpring'?,  True.
Can GrandMother be considered a subcategory of 'something that hasSex some OffSpring'?,  False.
Can Thing be considered a subcategory of 'something that hasSex some OffSpring'?,  False.
Can Son be considered a subcategory of 'something that hasSex some OffSpring'?,  True.
