Can Animal that is also Backbone be considered a subcategory of 'Carnivore'?,  False.
Animal and Backbone and Elephant and Leg and Mammal and Reptile and Vertebrate SubClassOf Herbivore,  Here are
Animal and Backbone and Elephant and Leg and Mammal and Reptile and Vertebrate SubClassOf Bird,  1
Animal and Backbone and Elephant and Leg and Mammal and Reptile and Vertebrate SubClassOf Wing,  False.
(lives_in some Animal) and (lives_in some (Backbone and Elephant and Leg and Mammal and Reptile and Vertebrate)) SubClassOf lives_in some (Animal and Backbone and Elephant and Leg and Mammal and Reptile and Vertebrate),  True for
(lives_in some Animal) and (lives_in some (Backbone and Elephant and Leg and Mammal and Reptile and Vertebrate)) SubClassOf Animal,  True.
(lives_in some Animal) and (lives_in some Backbone) and (lives_in some (Elephant and Leg and Mammal and Reptile and Vertebrate)) SubClassOf (lives_in some Animal) and (lives_in some (Backbone and Elephant and Leg and Mammal and Reptile and Vertebrate)),  True for
(lives_in some Animal) and (lives_in some Backbone) and (lives_in some (Elephant and Leg and Mammal and Reptile and Vertebrate)) SubClassOf Animal,  True.
(lives_in some Animal) and (lives_in some Backbone) and (lives_in some Elephant) and (lives_in some (Leg and Mammal and Reptile and Vertebrate)) SubClassOf (lives_in some Animal) and (lives_in some Backbone) and (lives_in some (Elephant and Leg and Mammal and Reptile and Vertebrate)),  True for
(lives_in some Animal) and (lives_in some Backbone) and (lives_in some Elephant) and (lives_in some (Leg and Mammal and Reptile and Vertebrate)) SubClassOf Animal,  True.
(lives_in some Animal) and (lives_in some Backbone) and (lives_in some Elephant) and (lives_in some Leg) and (lives_in some (Mammal and Reptile and Vertebrate)) SubClassOf (lives_in some Animal) and (lives_in some Backbone) and (lives_in some Elephant) and (lives_in some (Leg and Mammal and Reptile and Vertebrate)),  True for
(lives_in some Animal) and (lives_in some Backbone) and (lives_in some Elephant) and (lives_in some Leg) and (lives_in some (Mammal and Reptile and Vertebrate)) SubClassOf Animal,  True for
(lives_in some Animal) and (lives_in some Backbone) and (lives_in some Elephant) and (lives_in some (Leg and Mammal and Reptile and Vertebrate)) SubClassOf (lives_in some Animal) and (lives_in some Backbone) and (lives_in some Elephant) and (lives_in some (Leg and Mammal and Reptile and Vertebrate)),  True for
(lives_in some Backbone) and (lives_in some Elephant) and (lives_in some Thing) and (lives_in some (Leg and Mammal and Reptile and Vertebrate)) SubClassOf Animal,  True.
(lives_in some Elephant) and (lives_in some Thing) and (lives_in some (Leg and Mammal and Reptile and Vertebrate)) SubClassOf Animal,  True.
(lives_in some Thing) and (lives_in some (Leg and Mammal and Reptile and Vertebrate)) SubClassOf Animal,  True.
(lives_in some Thing) and (lives_in some (Mammal and Reptile and Vertebrate)) SubClassOf Animal,  True.
(lives_in some Thing) and (lives_in some (Reptile and Vertebrate)) SubClassOf Animal,  True.
(lives_in some Vertebrate) and (lives_in some Thing) SubClassOf Animal,  True for
(lives_in some Reptile) and (lives_in some Thing) SubClassOf Animal,  True.
Reptile SubClassOf lays some Water,  False.
eats some Water SubClassOf Water,  False.
Elephant and Meat SubClassOf Egg,  False.
Carnivore SubClassOf lives_in some Fish,  False.
Cat and Egg SubClassOf Fish,  False.
Elephant and Water SubClassOf Carnivore,  False.
Wing SubClassOf lives_in some Leg,  False.
Cat SubClassOf lives_in some Fish,  False.
Backbone and Cat SubClassOf Meat,  False.
has_part some Herbivore SubClassOf Water,  False.
lives_in some Animal SubClassOf Meat,  False.
Plant and Reptile SubClassOf Carnivore,  False.
Carnivore SubClassOf eats some Carnivore,  True.
Carnivore SubClassOf Meat,  True.
Carnivore SubClassOf Water,  False.
Carnivore SubClassOf Animal,  True.
Carnivore SubClassOf Animal and Meat,  Carniv
Carnivore SubClassOf Reptile,  False.
Carnivore SubClassOf Plant,  False.
Carnivore SubClassOf Vertebrate,  True.
Carnivore SubClassOf Meat and Vertebrate,  True for
Carnivore SubClassOf Cat,  True.
Carnivore SubClassOf Cat and Meat,  True (
Carnivore SubClassOf Fish,  False.
Carnivore SubClassOf Mammal,  True.
Carnivore SubClassOf Mammal and Meat,  True:
Carnivore SubClassOf Herbivore,  False.
Carnivore SubClassOf Elephant,  False.
Carnivore SubClassOf Bird,  False.
Carnivore SubClassOf Backbone,  False.
Carnivore SubClassOf Wing,  False.
Egg and Elephant SubClassOf Fish,  False.
Vertebrate SubClassOf lives_in some Elephant,  False.
Elephant and Herbivore SubClassOf Water,  False.
Wing SubClassOf eats some Leg,  False.
Reptile SubClassOf eats some Mammal,  False.
Bird and Reptile SubClassOf Wing,  True for
Plant SubClassOf has_part some Meat,  False.
Vertebrate and Wing SubClassOf Cat,  False.
Elephant SubClassOf lays some Animal,  True.
Elephant SubClassOf Meat,  False.
Elephant SubClassOf Carnivore,  False.
Elephant SubClassOf Water,  False.
Elephant SubClassOf Animal,  True.
Elephant SubClassOf Reptile,  False.
Elephant SubClassOf Vertebrate,  True.
Elephant SubClassOf Cat,  False.
Elephant SubClassOf Fish,  False.
Elephant SubClassOf Mammal,  True.
Elephant SubClassOf Animal and Mammal,  True for
Elephant SubClassOf Herbivore,  True.
Elephant SubClassOf Animal and Herbivore,  True for
Elephant SubClassOf Bird,  False.
Elephant SubClassOf Backbone,  False.
Elephant SubClassOf Wing,  False.
Animal and Reptile SubClassOf Plant,  False.
Leg SubClassOf lays some Plant,  False.
Carnivore and Elephant SubClassOf Herbivore,  False.
Egg SubClassOf has_part some Meat,  False.
Animal and Wing SubClassOf Cat,  False.
Mammal and Meat SubClassOf Plant,  False.
lives_in some Bird SubClassOf Plant,  False.
Backbone SubClassOf has_part some Cat,  False.
Mammal SubClassOf lays some Plant,  False.
Plant SubClassOf Herbivore,  False.
Elephant SubClassOf lays some Cat,  False.
lays some Bird SubClassOf Plant,  False.
Herbivore and Wing SubClassOf Meat,  False.
Cat SubClassOf lays some Vertebrate,  True.
Cat SubClassOf Meat,  False.
Cat SubClassOf Carnivore,  True.
Cat SubClassOf Water,  False.
Cat SubClassOf Animal,  True.
Cat SubClassOf Animal and Carnivore,  True for
Cat SubClassOf Reptile,  False.
Cat SubClassOf Plant,  False.
Cat SubClassOf Vertebrate,  True.
Cat SubClassOf Carnivore and Vertebrate,  True for
Cat SubClassOf Fish,  False.
Cat SubClassOf Mammal,  True.
Cat SubClassOf Carnivore and Mammal,  True for
Cat SubClassOf Herbivore,  False.
Cat SubClassOf Elephant,  False.
Cat SubClassOf Bird,  False.
Cat SubClassOf Backbone,  False.
Cat SubClassOf Wing,  False.
Bird and Carnivore SubClassOf Wing,  False.
Egg SubClassOf has_part some Herbivore,  False.
Egg and Leg SubClassOf Meat,  False.
Carnivore SubClassOf eats some Mammal,  True.
Carnivore SubClassOf Animal and Cat,  True for
Carnivore SubClassOf Cat and Vertebrate,  True for
Carnivore SubClassOf Cat and Mammal,  True for
Carnivore SubClassOf Animal and Cat and Meat,  True for
Carnivore SubClassOf Cat and Meat and Vertebrate,  1
Carnivore SubClassOf Cat and Mammal and Meat,  True:
Backbone SubClassOf has_part some Backbone,  True.
Backbone SubClassOf Meat,  False.
Backbone SubClassOf Carnivore,  False.
Backbone SubClassOf Animal,  False.
Backbone SubClassOf Reptile,  False.
Backbone SubClassOf Plant,  False.
Backbone SubClassOf Vertebrate,  True.
Backbone SubClassOf Cat,  False.
Backbone SubClassOf Fish,  False.
Backbone SubClassOf Mammal,  False.
Backbone SubClassOf Herbivore,  False.
Backbone SubClassOf Elephant,  False.
Backbone SubClassOf Bird,  False.
Backbone SubClassOf Wing,  False.
lives_in some Wing SubClassOf Meat,  False.
Mammal SubClassOf lays some Vertebrate,  True.
Mammal SubClassOf Cat and Vertebrate,  True for
Mammal SubClassOf Cat and Elephant,  True for
Mammal SubClassOf Animal and Cat and Elephant and Vertebrate,  Here are
Plant SubClassOf eats some Mammal,  False.
Elephant SubClassOf lives_in some Herbivore,  True.
Elephant SubClassOf Herbivore and Vertebrate,  True for
Elephant SubClassOf Herbivore and Mammal,  True for
Elephant SubClassOf Animal and Herbivore and Vertebrate,  True for
Elephant SubClassOf Animal and Herbivore and Mammal,  True for
Meat SubClassOf eats some Animal,  True.
Egg SubClassOf eats some Animal,  True.
Thing and (eats some Animal) SubClassOf Thing and (eats some Animal),  True,
Water SubClassOf Animal,  False.
Plant SubClassOf Animal,  False.
Egg SubClassOf Animal and Thing and (eats some Animal),  True for
Egg SubClassOf Bird and Thing and (eats some Animal),  True for
Egg SubClassOf Thing and (eats some (Animal and Egg)),  True for
Egg SubClassOf Thing and (eats some (Animal and Bird)),  True for
Thing and (eats some (Animal and Meat)) SubClassOf Thing and (eats some (Animal and Meat)),  True.
Water SubClassOf Animal and Meat,  False for
Plant SubClassOf Animal and Meat,  False,
Animal and Bird and Egg and Meat and Reptile and Vertebrate and Thing and (eats some (Animal and Meat)) SubClassOf Animal and Bird and Egg and Meat and Reptile and Vertebrate and Thing and (eats some (Animal and Meat)) and (has_part some Egg),  Here are
Animal SubClassOf Animal and Bird and Egg and Meat and Reptile and Vertebrate and Thing and (eats some (Animal and Meat)),  Here are
Bird SubClassOf Animal and Bird and Egg and Meat and Reptile and Vertebrate and Thing and (eats some (Animal and Meat)),  Here are
Egg SubClassOf Animal and Bird and Egg and Meat and Reptile and Vertebrate and Thing and (eats some (Animal and Egg and Meat)) and (has_part some Egg),  Here are
Egg SubClassOf Animal and Bird and Egg and Meat and Reptile and Vertebrate and Thing and (eats some (Animal and Bird and Meat)) and (has_part some Egg),  Here are
Egg SubClassOf Animal and Bird and Egg and Meat and Reptile and Vertebrate and Thing and (eats some (Animal and Meat)) and (has_part some (Animal and Egg)),  Here are
Egg SubClassOf Animal and Bird and Egg and Meat and Reptile and Vertebrate and Thing and (eats some (Animal and Meat)) and (has_part some (Bird and Egg)),  Here are
Animal and Bird and Carnivore and Egg and Meat and Reptile and Vertebrate and Thing and (eats some (Animal and Meat)) SubClassOf Animal and Bird and Carnivore and Egg and Meat and Reptile and Vertebrate and Thing and (eats some (Animal and Meat)) and (has_part some Egg),  Here are
Animal SubClassOf Animal and Bird and Carnivore and Egg and Meat and Reptile and Vertebrate and Thing and (eats some (Animal and Meat)),  Here are
Bird SubClassOf Animal and Bird and Carnivore and Egg and Meat and Reptile and Vertebrate and Thing and (eats some (Animal and Meat)),  Here are
Water SubClassOf Plant,  False.
Animal and Water SubClassOf Bird,  False.
lives_in some Water SubClassOf Plant,  False.
Carnivore and Meat SubClassOf Egg,  False.
Elephant SubClassOf lays some Wing,  False.
Reptile and Vertebrate SubClassOf Leg,  False.
Fish SubClassOf eats some Bird,  False.
Backbone SubClassOf eats some Cat,  False.
lives_in some Wing SubClassOf Plant,  False.
lays some Backbone SubClassOf Plant,  False.
Herbivore SubClassOf lives_in some Meat,  False.
Backbone and Meat SubClassOf Bird,  False.
Leg SubClassOf lives_in some Cat,  False.
Mammal and Meat SubClassOf Fish,  False.
eats some Reptile SubClassOf Meat,  False.
Reptile SubClassOf Bird,  False.
Fish and Water SubClassOf Bird,  False.
Egg SubClassOf lives_in some Herbivore,  False.
Meat SubClassOf lives_in some Herbivore,  False.
Carnivore SubClassOf lives_in some Herbivore,  False.
Water SubClassOf lives_in some Herbivore,  False.
Animal SubClassOf lives_in some Herbivore,  False.
Reptile SubClassOf lives_in some Herbivore,  False.
Plant SubClassOf lives_in some Herbivore,  False.
Vertebrate SubClassOf lives_in some Herbivore,  False.
Cat SubClassOf lives_in some Herbivore,  False.
Fish SubClassOf lives_in some Herbivore,  False.
Mammal SubClassOf lives_in some Herbivore,  False.
Herbivore SubClassOf lives_in some Herbivore,  True.
Meat and (lives_in some Herbivore) SubClassOf Meat and (lives_in some Herbivore),  False.
Animal SubClassOf Meat and (lives_in some Herbivore),  Answ
Vertebrate SubClassOf Meat and (lives_in some Herbivore),  False for
Mammal SubClassOf Meat and (lives_in some Herbivore),  False for
Herbivore SubClassOf Herbivore,  True.
Water SubClassOf Herbivore,  False.
Herbivore SubClassOf Animal and Meat and (lives_in some Herbivore),  True for
Herbivore SubClassOf Meat and Vertebrate and (lives_in some Herbivore),  True for
Herbivore SubClassOf Mammal and Meat and (lives_in some Herbivore),  True for
Herbivore SubClassOf Elephant and Meat and (lives_in some Herbivore),  True for
Herbivore SubClassOf Meat and (lives_in some (Animal and Herbivore)),  False for
Herbivore SubClassOf Meat and (lives_in some (Herbivore and Vertebrate)),  False for
Herbivore SubClassOf Meat and (lives_in some (Herbivore and Mammal)),  False for
Herbivore SubClassOf Meat and (lives_in some (Elephant and Herbivore)),  False for
Meat and Thing and (lives_in some Herbivore) SubClassOf Meat and Thing and (lives_in some Herbivore),  False.
Animal SubClassOf Meat and Thing and (lives_in some Herbivore),  True for
Vertebrate SubClassOf Meat and Thing and (lives_in some Herbivore),  False.
Mammal SubClassOf Meat and Thing and (lives_in some Herbivore),  False.
Animal and Carnivore and Elephant and Meat and Thing and (lives_in some Herbivore) SubClassOf Animal and Carnivore and Elephant and Meat and Thing and (lives_in some Herbivore),  True:
Animal SubClassOf Animal and Carnivore and Elephant and Meat and Thing and (lives_in some Herbivore),  Here are
Vertebrate SubClassOf Animal and Carnivore and Elephant and Meat and Thing and (lives_in some Herbivore),  Here are
Mammal SubClassOf Animal and Carnivore and Elephant and Meat and Thing and (lives_in some Herbivore),  Here are
Herbivore SubClassOf Animal and Carnivore and Elephant and Meat and Vertebrate and Thing and (lives_in some Herbivore),  Here are
Herbivore SubClassOf Animal and Carnivore and Elephant and Mammal and Meat and Thing and (lives_in some Herbivore),  Here are
Herbivore SubClassOf Animal and Carnivore and Elephant and Meat and Thing and (lives_in some (Animal and Herbivore)),  Here are
Herbivore SubClassOf Animal and Carnivore and Elephant and Meat and Thing and (lives_in some (Herbivore and Vertebrate)),  Here are
Herbivore SubClassOf Animal and Carnivore and Elephant and Meat and Thing and (lives_in some (Herbivore and Mammal)),  Here are
Herbivore SubClassOf Animal and Carnivore and Elephant and Meat and Thing and (lives_in some (Elephant and Herbivore)),  Here are
Animal and Carnivore and Elephant and Meat and Reptile and Thing and (lives_in some Herbivore) SubClassOf Animal and Carnivore and Elephant and Meat and Reptile and Thing and (lives_in some Herbivore),  Here are
Animal SubClassOf Animal and Carnivore and Elephant and Meat and Reptile and Thing and (lives_in some Herbivore),  Here are
Vertebrate SubClassOf Animal and Carnivore and Elephant and Meat and Reptile and Thing and (lives_in some Herbivore),  Here are
Mammal SubClassOf Animal and Carnivore and Elephant and Meat and Reptile and Thing and (lives_in some Herbivore),  Here are
Egg and Leg SubClassOf Wing,  False.
Backbone and Bird SubClassOf Plant,  False.
Egg and Water SubClassOf Wing,  False.
Backbone and Reptile SubClassOf Bird,  False.
has_part some Carnivore SubClassOf Bird,  False.
lives_in some Cat SubClassOf Fish,  False.
Carnivore and Cat SubClassOf Plant,  False.
lays some Herbivore SubClassOf Plant,  False.
eats some Backbone SubClassOf Fish,  False.
Carnivore and Mammal SubClassOf Plant,  False.
Carnivore and Meat SubClassOf Plant,  False.
eats some Cat SubClassOf Mammal,  True.
eats some Cat SubClassOf Egg,  False.
eats some Cat SubClassOf Meat,  False.
eats some Cat SubClassOf Carnivore,  True.
Thing SubClassOf Thing and (eats some (Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Mammal and Meat and Reptile and Vertebrate and Thing)),  True for
Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Mammal and Meat and Reptile and Vertebrate and Thing SubClassOf Egg,  False for
Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Mammal and Meat and Reptile and Vertebrate and Thing SubClassOf Water,  I cannot
Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Mammal and Meat and Reptile and Vertebrate and Thing SubClassOf Plant,  Here are
Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Mammal and Meat and Reptile and Vertebrate and Thing SubClassOf Fish,  Here are
Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Mammal and Meat and Reptile and Vertebrate and Thing SubClassOf Leg,  Here are
Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Mammal and Meat and Reptile and Vertebrate and Thing SubClassOf Bird,  Here are
Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Mammal and Meat and Reptile and Vertebrate and Thing SubClassOf Wing,  Here are
Thing and (eats some Animal) and (eats some (Backbone and Carnivore and Cat and Elephant and Herbivore and Mammal and Meat and Reptile and Vertebrate and Thing)) SubClassOf Thing and (eats some (Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Mammal and Meat and Reptile and Vertebrate and Thing)),  False.
Thing and (eats some Animal) and (eats some (Backbone and Carnivore and Cat and Elephant and Herbivore and Mammal and Meat and Reptile and Vertebrate and Thing)) SubClassOf Carnivore,  False.
Thing and (eats some (Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Mammal and Meat and Reptile and Vertebrate and Thing)) SubClassOf Thing and (eats some (Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Mammal and Meat and Reptile and Vertebrate and Thing)),  True for
Thing and (eats some (Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Mammal and Meat and Reptile and Vertebrate and Thing)) SubClassOf Carnivore,  False.
Thing and (eats some (Backbone and Carnivore and Cat and Elephant and Herbivore and Mammal and Meat and Reptile and Vertebrate and Thing)) SubClassOf Carnivore,  False.
Thing and (eats some (Animal and Carnivore and Cat and Elephant and Herbivore and Mammal and Meat and Reptile and Vertebrate and Thing)) SubClassOf Carnivore,  False.
Thing and (eats some (Animal and Backbone and Cat and Elephant and Herbivore and Mammal and Meat and Reptile and Vertebrate and Thing)) SubClassOf Carnivore,  False.
Thing and (eats some (Animal and Backbone and Carnivore and Elephant and Herbivore and Mammal and Meat and Reptile and Vertebrate and Thing)) SubClassOf Carnivore,  False.
Thing and (eats some (Animal and Backbone and Carnivore and Cat and Herbivore and Mammal and Meat and Reptile and Vertebrate and Thing)) SubClassOf Carnivore,  False.
Thing and (eats some (Animal and Backbone and Carnivore and Cat and Elephant and Mammal and Meat and Reptile and Vertebrate and Thing)) SubClassOf Carnivore,  False.
Thing and (eats some (Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Meat and Reptile and Vertebrate and Thing)) SubClassOf Carnivore,  False.
Thing and (eats some (Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Mammal and Reptile and Vertebrate and Thing)) SubClassOf Carnivore,  False.
Thing and (eats some (Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Mammal and Meat and Vertebrate and Thing)) SubClassOf Carnivore,  False.
Thing and (eats some (Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Mammal and Meat and Reptile and Thing)) SubClassOf Carnivore,  False.
Carnivore and Elephant SubClassOf Bird,  False.
lives_in some Fish SubClassOf Fish,  True.
lives_in some Fish SubClassOf Egg,  False.
lives_in some Fish SubClassOf Water,  True.
Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Mammal and Meat and Reptile and Vertebrate and Thing SubClassOf Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Mammal and Meat and Reptile and Vertebrate and Thing and (lives_in some (Animal and Backbone and Carnivore and Cat and Elephant and Fish and Herbivore and Mammal and Meat and Reptile and Vertebrate and Water and Thing)),  Here are
Animal and Backbone and Carnivore and Cat and Elephant and Fish and Herbivore and Mammal and Meat and Reptile and Vertebrate and Water and Thing SubClassOf Egg,  Here are
Animal and Backbone and Carnivore and Cat and Elephant and Fish and Herbivore and Mammal and Meat and Reptile and Vertebrate and Water and Thing SubClassOf Plant,  Here are
Animal and Backbone and Carnivore and Cat and Elephant and Fish and Herbivore and Mammal and Meat and Reptile and Vertebrate and Water and Thing SubClassOf Leg,  I'
Animal and Backbone and Carnivore and Cat and Elephant and Fish and Herbivore and Mammal and Meat and Reptile and Vertebrate and Water and Thing SubClassOf Bird,  Here are
Animal and Backbone and Carnivore and Cat and Elephant and Fish and Herbivore and Mammal and Meat and Reptile and Vertebrate and Water and Thing SubClassOf Wing,  Here are
Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Mammal and Meat and Reptile and Vertebrate and Thing and (lives_in some Animal) and (lives_in some (Backbone and Carnivore and Cat and Elephant and Fish and Herbivore and Mammal and Meat and Reptile and Vertebrate and Water and Thing)) SubClassOf Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Mammal and Meat and Reptile and Vertebrate and Thing and (lives_in some (Animal and Backbone and Carnivore and Cat and Elephant and Fish and Herbivore and Mammal and Meat and Reptile and Vertebrate and Water and Thing)),  Here are
Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Mammal and Meat and Reptile and Vertebrate and Thing and (lives_in some Animal) and (lives_in some (Backbone and Carnivore and Cat and Elephant and Fish and Herbivore and Mammal and Meat and Reptile and Vertebrate and Water and Thing)) SubClassOf Water,  False.
Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Mammal and Meat and Reptile and Vertebrate and Thing and (lives_in some (Animal and Backbone and Carnivore and Cat and Elephant and Fish and Herbivore and Mammal and Meat and Reptile and Vertebrate and Water and Thing)) SubClassOf Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Mammal and Meat and Reptile and Vertebrate and Thing and (lives_in some (Animal and Backbone and Carnivore and Cat and Elephant and Fish and Herbivore and Mammal and Meat and Reptile and Vertebrate and Water and Thing)),  True for
Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Mammal and Meat and Reptile and Vertebrate and Thing and (lives_in some (Animal and Backbone and Carnivore and Cat and Elephant and Fish and Herbivore and Mammal and Meat and Reptile and Vertebrate and Water and Thing)) SubClassOf Water,  False.
Backbone and Carnivore and Cat and Elephant and Herbivore and Mammal and Meat and Reptile and Vertebrate and Thing and (lives_in some (Animal and Backbone and Carnivore and Cat and Elephant and Fish and Herbivore and Mammal and Meat and Reptile and Vertebrate and Water and Thing)) SubClassOf Water,  False.
Animal and Carnivore and Cat and Elephant and Herbivore and Mammal and Meat and Reptile and Vertebrate and Thing and (lives_in some (Animal and Backbone and Carnivore and Cat and Elephant and Fish and Herbivore and Mammal and Meat and Reptile and Vertebrate and Water and Thing)) SubClassOf Water,  False.
Animal and Backbone and Cat and Elephant and Herbivore and Mammal and Meat and Reptile and Vertebrate and Thing and (lives_in some (Animal and Backbone and Carnivore and Cat and Elephant and Fish and Herbivore and Mammal and Meat and Reptile and Vertebrate and Water and Thing)) SubClassOf Water,  False.
Animal and Backbone and Carnivore and Elephant and Herbivore and Mammal and Meat and Reptile and Vertebrate and Thing and (lives_in some (Animal and Backbone and Carnivore and Cat and Elephant and Fish and Herbivore and Mammal and Meat and Reptile and Vertebrate and Water and Thing)) SubClassOf Water,  False.
Animal and Backbone and Carnivore and Cat and Herbivore and Mammal and Meat and Reptile and Vertebrate and Thing and (lives_in some (Animal and Backbone and Carnivore and Cat and Elephant and Fish and Herbivore and Mammal and Meat and Reptile and Vertebrate and Water and Thing)) SubClassOf Water,  False.
Animal and Backbone and Carnivore and Cat and Elephant and Mammal and Meat and Reptile and Vertebrate and Thing and (lives_in some (Animal and Backbone and Carnivore and Cat and Elephant and Fish and Herbivore and Mammal and Meat and Reptile and Vertebrate and Water and Thing)) SubClassOf Water,  False.
Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Meat and Reptile and Vertebrate and Thing and (lives_in some (Animal and Backbone and Carnivore and Cat and Elephant and Fish and Herbivore and Mammal and Meat and Reptile and Vertebrate and Water and Thing)) SubClassOf Water,  False.
Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Mammal and Reptile and Vertebrate and Thing and (lives_in some (Animal and Backbone and Carnivore and Cat and Elephant and Fish and Herbivore and Mammal and Meat and Reptile and Vertebrate and Water and Thing)) SubClassOf Water,  False.
Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Mammal and Meat and Vertebrate and Thing and (lives_in some (Animal and Backbone and Carnivore and Cat and Elephant and Fish and Herbivore and Mammal and Meat and Reptile and Vertebrate and Water and Thing)) SubClassOf Water,  False.
Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Mammal and Meat and Reptile and Thing and (lives_in some (Animal and Backbone and Carnivore and Cat and Elephant and Fish and Herbivore and Mammal and Meat and Reptile and Vertebrate and Water and Thing)) SubClassOf Water,  False.
Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Mammal and Meat and Reptile and Vertebrate and Thing and (lives_in some (Backbone and Carnivore and Cat and Elephant and Fish and Herbivore and Mammal and Meat and Reptile and Vertebrate and Water and Thing)) SubClassOf Water,  False.
Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Mammal and Meat and Reptile and Vertebrate and Thing and (lives_in some (Animal and Carnivore and Cat and Elephant and Fish and Herbivore and Mammal and Meat and Reptile and Vertebrate and Water and Thing)) SubClassOf Water,  False.
Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Mammal and Meat and Reptile and Vertebrate and Thing and (lives_in some (Animal and Backbone and Cat and Elephant and Fish and Herbivore and Mammal and Meat and Reptile and Vertebrate and Water and Thing)) SubClassOf Water,  False.
Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Mammal and Meat and Reptile and Vertebrate and Thing and (lives_in some (Animal and Backbone and Carnivore and Elephant and Fish and Herbivore and Mammal and Meat and Reptile and Vertebrate and Water and Thing)) SubClassOf Water,  False.
Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Mammal and Meat and Reptile and Vertebrate and Thing and (lives_in some (Animal and Backbone and Carnivore and Cat and Fish and Herbivore and Mammal and Meat and Reptile and Vertebrate and Water and Thing)) SubClassOf Water,  False.
Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Mammal and Meat and Reptile and Vertebrate and Thing and (lives_in some (Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Mammal and Meat and Reptile and Vertebrate and Water and Thing)) SubClassOf Water,  False.
Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Mammal and Meat and Reptile and Vertebrate and Thing and (lives_in some (Animal and Backbone and Carnivore and Cat and Elephant and Fish and Mammal and Meat and Reptile and Vertebrate and Water and Thing)) SubClassOf Water,  False.
Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Mammal and Meat and Reptile and Vertebrate and Thing and (lives_in some (Animal and Backbone and Carnivore and Cat and Elephant and Fish and Herbivore and Meat and Reptile and Vertebrate and Water and Thing)) SubClassOf Water,  False.
Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Mammal and Meat and Reptile and Vertebrate and Thing and (lives_in some (Animal and Backbone and Carnivore and Cat and Elephant and Fish and Herbivore and Mammal and Reptile and Vertebrate and Water and Thing)) SubClassOf Water,  False.
Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Mammal and Meat and Reptile and Vertebrate and Thing and (lives_in some (Animal and Backbone and Carnivore and Cat and Elephant and Fish and Herbivore and Mammal and Meat and Vertebrate and Water and Thing)) SubClassOf Water,  False.
Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Mammal and Meat and Reptile and Vertebrate and Thing and (lives_in some (Animal and Backbone and Carnivore and Cat and Elephant and Fish and Herbivore and Mammal and Meat and Reptile and Water and Thing)) SubClassOf Water,  False.
Animal and Backbone and Carnivore and Cat and Elephant and Herbivore and Mammal and Meat and Reptile and Vertebrate and Thing and (lives_in some (Animal and Backbone and Carnivore and Cat and Elephant and Fish and Herbivore and Mammal and Meat and Reptile and Vertebrate and Thing)) SubClassOf Water,  False.
Bird and Wing SubClassOf Water,  False.
Mammal SubClassOf eats some Water,  False.
Fish SubClassOf lives_in some Egg,  False.
Reptile and Water SubClassOf Leg,  False.
lays some Water SubClassOf Vertebrate,  False.
Backbone and Egg SubClassOf Wing,  False.
lives_in some Carnivore SubClassOf Water,  False.
Herbivore and Vertebrate SubClassOf Fish,  False.
Backbone and Vertebrate SubClassOf Plant,  False.
Plant and Water SubClassOf Fish,  False.
