Can Animal that is also Backbone be considered a subcategory of 'Carnivore'?, \nFalse
Animal and Backbone and Cat and Egg and Leg and Mammal and Meat and Thing and (lays some (Animal and Backbone and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Wing and Thing)) SubClassOf Fish, \nHere
Animal and Backbone and Cat and Egg and Leg and Mammal and Meat and Wing and Thing and (lays some (Backbone and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Wing and Thing)) SubClassOf Fish, \nHere
Animal and Backbone and Cat and Egg and Leg and Mammal and Meat and Wing and Thing and (lays some (Animal and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Wing and Thing)) SubClassOf Fish, \nHere
Animal and Backbone and Cat and Egg and Leg and Mammal and Meat and Wing and Thing and (lays some (Animal and Backbone and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Wing and Thing)) SubClassOf Fish, \nTrue
Animal and Backbone and Cat and Egg and Leg and Mammal and Meat and Wing and Thing and (lays some (Animal and Backbone and Egg and Fish and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Wing and Thing)) SubClassOf Fish, \nHere
Animal and Backbone and Cat and Egg and Leg and Mammal and Meat and Wing and Thing and (lays some (Animal and Backbone and Cat and Fish and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Wing and Thing)) SubClassOf Fish, \nTrue
Animal and Backbone and Cat and Egg and Leg and Mammal and Meat and Wing and Thing and (lays some (Animal and Backbone and Cat and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Wing and Thing)) SubClassOf Fish, \nHere
Animal and Backbone and Cat and Egg and Leg and Mammal and Meat and Wing and Thing and (lays some (Animal and Backbone and Cat and Fish and Leg and Mammal and Meat and Reptile and Vertebrate and Wing and Thing)) SubClassOf Fish, \nHere
Animal and Backbone and Cat and Egg and Leg and Mammal and Meat and Wing and Thing and (lays some (Animal and Backbone and Cat and Fish and Herbivore and Mammal and Meat and Reptile and Vertebrate and Wing and Thing)) SubClassOf Fish, \nHere
Animal and Backbone and Cat and Egg and Leg and Mammal and Meat and Wing and Thing and (lays some (Animal and Backbone and Cat and Fish and Herbivore and Leg and Meat and Reptile and Vertebrate and Wing and Thing)) SubClassOf Fish, \nHere
Animal and Backbone and Cat and Egg and Leg and Mammal and Meat and Wing and Thing and (lays some (Animal and Backbone and Cat and Fish and Herbivore and Leg and Mammal and Reptile and Vertebrate and Wing and Thing)) SubClassOf Fish, \nHere
Animal and Backbone and Cat and Egg and Leg and Mammal and Meat and Wing and Thing and (lays some (Animal and Backbone and Cat and Fish and Herbivore and Leg and Mammal and Meat and Vertebrate and Wing and Thing)) SubClassOf Fish, \nHere
Animal and Backbone and Cat and Egg and Leg and Mammal and Meat and Wing and Thing and (lays some (Animal and Backbone and Cat and Fish and Herbivore and Leg and Mammal and Meat and Reptile and Wing and Thing)) SubClassOf Fish, \nHere
Animal and Backbone and Cat and Egg and Leg and Mammal and Meat and Wing and Thing and (lays some (Animal and Backbone and Cat and Fish and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Thing)) SubClassOf Fish, \nHere
Animal and Fish SubClassOf Water, \nFalse
eats some Wing SubClassOf Plant, \nTrue
eats some Wing SubClassOf Water, \nFalse
Wing SubClassOf Plant, \nTrue
Wing SubClassOf Egg, \nTrue
Wing SubClassOf Egg and Plant, \nTrue
Wing SubClassOf Meat, \nFalse
Wing SubClassOf Carnivore, \nTrue
Wing SubClassOf Carnivore and Egg and Plant, \nTrue
Wing SubClassOf Water, \nFalse
Wing SubClassOf Animal, False
Wing SubClassOf Reptile, \nFalse
Wing SubClassOf Vertebrate, \nTrue
Wing SubClassOf Carnivore and Egg and Plant and Vertebrate, \nHere
Wing SubClassOf Cat, \nFalse
Wing SubClassOf Fish, \nFalse
Wing SubClassOf Mammal, \nTrue
Wing SubClassOf Carnivore and Egg and Mammal and Plant, \nFalse
Wing SubClassOf Herbivore, \nFalse
Wing SubClassOf Leg, \nTrue
Wing SubClassOf Carnivore and Egg and Leg and Plant, \nFalse
Wing SubClassOf Elephant, False
Wing SubClassOf Bird, \nTrue
Wing SubClassOf Bird and Carnivore and Egg and Plant, \nHere
Wing SubClassOf Backbone, \nTrue
Wing SubClassOf Backbone and Carnivore and Egg and Plant, \nTrue
Wing SubClassOf Backbone and Carnivore and Egg and Plant and Vertebrate, \nHere
Wing SubClassOf Backbone and Carnivore and Egg and Mammal and Plant, \nHere
Wing SubClassOf Backbone and Carnivore and Egg and Leg and Plant, \nHere
Wing SubClassOf Backbone and Bird and Carnivore and Egg and Plant, \nTrue
Plant and Reptile SubClassOf Elephant, \nFalse
Fish SubClassOf has_part some Vertebrate, \nFalse
Wing SubClassOf lays some Herbivore, \nFalse
Water SubClassOf has_part some Animal, \nFalse
Egg SubClassOf has_part some Vertebrate, \nFalse
Carnivore SubClassOf lays some Plant, False
Wing SubClassOf lays some Wing, \nFalse
Cat SubClassOf eats some Egg, False
lays some Cat SubClassOf Elephant, \nFalse
Plant and Vertebrate SubClassOf Fish, \nFalse
Animal and Egg SubClassOf Elephant, False
Bird and Plant SubClassOf Fish, \nFalse
Elephant and Plant SubClassOf Water, \nFalse
Egg and Fish SubClassOf Elephant, \nFalse
Cat and Herbivore SubClassOf Fish, \nFalse
has_part some Vertebrate SubClassOf Elephant, \nFalse
Cat SubClassOf lives_in some Bird, \nFalse
Leg SubClassOf lays some Reptile, \nFalse
Cat and Meat SubClassOf Water, False
Bird and Mammal SubClassOf Fish, \nFalse
Meat and Plant SubClassOf Elephant, \nFalse
Egg SubClassOf Water, \nFalse
Vertebrate SubClassOf lays some Leg, False
Herbivore SubClassOf lays some Mammal, \nFalse
Egg and Fish SubClassOf Water, \nFalse
Plant SubClassOf Fish, \nFalse
Bird and Carnivore SubClassOf Fish, \nFalse
Bird and Cat SubClassOf Fish, False
Animal SubClassOf has_part some Bird, \nTrue
Egg SubClassOf has_part some Bird, \nTrue
Egg and (has_part some Bird) SubClassOf Egg and (has_part some Bird), \nTrue
Egg SubClassOf Meat, \nFalse
Egg SubClassOf Carnivore, \nFalse
Egg SubClassOf Reptile, False
Egg SubClassOf Plant, \nFalse
Egg SubClassOf Vertebrate, False
Egg SubClassOf Fish, \nFalse
Egg SubClassOf Mammal, \nFalse
Egg SubClassOf Herbivore, \nFalse
Egg SubClassOf Leg, \nFalse
Egg SubClassOf Elephant, \nFalse
Egg SubClassOf Bird, \nTrue
Egg SubClassOf Bird and Egg and (has_part some Bird), \nTrue
Egg SubClassOf Backbone, \nFalse
Egg SubClassOf Wing, \nFalse
Egg SubClassOf Egg, \nTrue
Egg SubClassOf Bird and Egg and (has_part some (Bird and Egg)), \nTrue
Bird and Egg and Thing and (has_part some (Bird and Egg)) SubClassOf Bird and Egg and Thing and (has_part some (Bird and Egg)), \nTrue
Bird and Egg and Meat and Thing and (has_part some (Bird and Egg)) SubClassOf Bird and Egg and Meat and Thing and (has_part some (Bird and Egg)), \nTrue
Bird and Carnivore and Egg and Meat and Thing and (has_part some (Bird and Egg)) SubClassOf Bird and Carnivore and Egg and Meat and Thing and (has_part some (Bird and Egg)), \nTrue
has_part some Wing SubClassOf Elephant, \nTrue
has_part some Wing SubClassOf Water, \nFalse
has_part some Wing SubClassOf Fish, False
Animal and Backbone and Bird and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing)), \nHere
Animal and Backbone and Bird and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing SubClassOf Water, \nHere
Animal and Backbone and Bird and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing SubClassOf Fish, \nHere
Animal and Backbone and Bird and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing SubClassOf Elephant, \nHere
Animal and Backbone and Bird and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing and (has_part some Animal) and (has_part some (Backbone and Bird and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing)) SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing)), \nHere
Animal and Backbone and Bird and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing and (has_part some Animal) and (has_part some (Backbone and Bird and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing)) SubClassOf Elephant, \nHere
Animal and Backbone and Bird and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing)) SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing)), \nHere
Animal and Backbone and Bird and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing)) SubClassOf Elephant, \nHere
Backbone and Bird and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing)) SubClassOf Elephant, \nHere
Animal and Bird and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing)) SubClassOf Elephant, \nHere
Animal and Backbone and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing)) SubClassOf Elephant, \nHere
Animal and Backbone and Bird and Cat and Egg and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing)) SubClassOf Elephant, \nHere
Animal and Backbone and Bird and Carnivore and Egg and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing)) SubClassOf Elephant, \nHere
Animal and Backbone and Bird and Carnivore and Cat and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing)) SubClassOf Elephant, \nHere
Animal and Backbone and Bird and Carnivore and Cat and Egg and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing)) SubClassOf Elephant, \nHere
Animal and Backbone and Bird and Carnivore and Cat and Egg and Herbivore and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing)) SubClassOf Elephant, \nHere
Animal and Backbone and Bird and Carnivore and Cat and Egg and Herbivore and Leg and Meat and Plant and Reptile and Vertebrate and Wing and Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing)) SubClassOf Elephant, \nHere
Animal and Backbone and Bird and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Plant and Reptile and Vertebrate and Wing and Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing)) SubClassOf Elephant, \nHere
Animal and Backbone and Bird and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Wing and Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing)) SubClassOf Elephant, \nHere
Animal and Backbone and Bird and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Plant and Vertebrate and Wing and Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing)) SubClassOf Elephant, \nHere
Animal and Backbone and Bird and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Wing and Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing)) SubClassOf Elephant, \nHere
Animal and Backbone and Bird and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing)) SubClassOf Elephant, \nTrue
Animal and Backbone and Bird and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Thing and (has_part some (Backbone and Bird and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing)) SubClassOf Elephant, \nHere
Animal and Backbone and Bird and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Thing and (has_part some (Animal and Bird and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing)) SubClassOf Elephant, \nHere
Animal and Backbone and Bird and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Thing and (has_part some (Animal and Backbone and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing)) SubClassOf Elephant, \nHere
Animal and Backbone and Bird and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Thing and (has_part some (Animal and Backbone and Bird and Cat and Egg and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing)) SubClassOf Elephant, \nHere
Animal and Backbone and Bird and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Egg and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing)) SubClassOf Elephant, \nHere
Animal and Backbone and Bird and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing)) SubClassOf Elephant, \nHere
Animal and Backbone and Bird and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing)) SubClassOf Elephant, \nHere
Animal and Backbone and Bird and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Herbivore and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing)) SubClassOf Elephant, \nHere
Animal and Backbone and Bird and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Herbivore and Leg and Meat and Plant and Reptile and Vertebrate and Wing and Thing)) SubClassOf Elephant, \nTrue
Animal and Backbone and Bird and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Herbivore and Leg and Plant and Reptile and Vertebrate and Wing and Thing)) SubClassOf Elephant, \nHere
Animal and Backbone and Bird and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Herbivore and Leg and Meat and Reptile and Vertebrate and Wing and Thing)) SubClassOf Elephant, \nHere
Animal and Backbone and Bird and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Herbivore and Leg and Meat and Plant and Vertebrate and Wing and Thing)) SubClassOf Elephant, \nHere
Animal and Backbone and Bird and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Herbivore and Leg and Meat and Plant and Reptile and Wing and Thing)) SubClassOf Elephant, \nHere
Animal and Backbone and Bird and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Herbivore and Leg and Meat and Plant and Reptile and Vertebrate and Thing)) SubClassOf Elephant, \nHere
Carnivore SubClassOf lays some Bird, \nFalse
Carnivore SubClassOf eats some Water, False
Bird SubClassOf eats some Reptile, False
Egg SubClassOf lives_in some Elephant, \nFalse
Reptile SubClassOf eats some Carnivore, False
Elephant and Plant SubClassOf Fish, False
Plant SubClassOf lays some Elephant, \nFalse
Meat SubClassOf lays some Water, \nFalse
Herbivore SubClassOf has_part some Fish, \nFalse
Reptile SubClassOf lays some Water, False
eats some Water SubClassOf Water, False
Carnivore SubClassOf lives_in some Fish, \nFalse
Cat and Egg SubClassOf Fish, False
Wing SubClassOf lives_in some Leg, \nFalse
Cat SubClassOf lives_in some Fish, \nTrue
Egg SubClassOf lives_in some Fish, False
Meat SubClassOf lives_in some Fish, False
Water SubClassOf lives_in some Fish, False
Animal SubClassOf lives_in some Fish, \nTrue
Egg and (lives_in some Fish) SubClassOf Egg and (lives_in some Fish), \nFalse
Carnivore SubClassOf Animal, \nTrue
Animal SubClassOf Animal, \nTrue
Reptile SubClassOf Animal, \nTrue
Herbivore SubClassOf Animal, \nTrue
Backbone SubClassOf Egg and (lives_in some Fish), \nTrue
Carnivore SubClassOf Backbone, \nTrue
Plant SubClassOf Backbone, \nFalse
Plant SubClassOf Egg and (lives_in some Fish), \nTrue
Plant SubClassOf Egg, \nFalse
Plant SubClassOf Meat, False
Plant SubClassOf Carnivore, \nFalse
Plant SubClassOf Water, False
Plant SubClassOf Animal, \nFalse
Plant SubClassOf Reptile, \nFalse
Plant SubClassOf Plant, \nTrue
Plant SubClassOf Vertebrate, \nFalse
Plant SubClassOf Cat, \nFalse
Plant SubClassOf Mammal, \nFalse
Plant SubClassOf Herbivore, \nFalse
Plant SubClassOf Leg, \nFalse
Plant SubClassOf Elephant, \nFalse
Plant SubClassOf Bird, \nFalse
Plant SubClassOf Wing, \nFalse
Carnivore SubClassOf Fish, \nFalse
Water SubClassOf Fish, \nFalse
Reptile SubClassOf Fish, \nFalse
Herbivore SubClassOf Fish, False
Leg SubClassOf Fish, \nFalse
Plant SubClassOf Egg and (lives_in some (Fish and Plant)), \nTrue
Egg and Thing and (lives_in some (Fish and Plant)) SubClassOf Egg and Thing and (lives_in some (Fish and Plant)), \nTrue
Egg SubClassOf Fish and Plant, \nFalse
Meat SubClassOf Fish and Plant, \nFalse
Carnivore SubClassOf Fish and Plant, False
Water SubClassOf Fish and Plant, False
Animal SubClassOf Fish and Plant, \nFalse
Reptile SubClassOf Fish and Plant, \nFalse
Plant SubClassOf Fish and Plant, \nTrue
has_part some Herbivore SubClassOf Water, \nTrue
Herbivore SubClassOf Water, False
Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing)), \nHere
Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing SubClassOf Water, \nHere
Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing and (has_part some Animal) and (has_part some (Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing)) SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing)), \nHere
Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing and (has_part some Animal) and (has_part some (Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing)) SubClassOf Water, \nHere
Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing)) SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing)), \nHere
Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing)) SubClassOf Water, \nHere
Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing)) SubClassOf Water, \nHere
Animal and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing)) SubClassOf Water, \nHere
Animal and Backbone and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing)) SubClassOf Water, \nHere
Animal and Backbone and Bird and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing)) SubClassOf Water, \nHere
Animal and Backbone and Bird and Carnivore and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing)) SubClassOf Water, \nHere
Animal and Backbone and Bird and Carnivore and Cat and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing)) SubClassOf Water, \nHere
Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing)) SubClassOf Water, \nHere
Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing)) SubClassOf Water, \nHere
Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing)) SubClassOf Water, \nHere
Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Wing and Thing)) SubClassOf Water, \nHere
