Parent and Person SubClassOf Father, \nTrue
Can Daughter be considered a subcategory of 'something that hasSex some Child'?, True
Can GrandMother be considered a subcategory of 'something that hasSex some Child'?, \nFalse
Can Thing be considered a subcategory of 'something that hasSex some Child'?, \nFalse
Can Son be considered a subcategory of 'something that hasSex some Child'?, True
Can GrandMother that is also something that (hasSex some Child) be considered a subcategory of 'GrandMother that is also something that (hasSex some Child)'?, True
Can Son be considered a subcategory of 'GrandMother that is also Thing that is also something that (hasSex some Child)'?, False
Can Son be considered a subcategory of 'Child that is also GrandMother that is also something that (hasSex some Child)'?, True
Can Son be considered a subcategory of 'Child that is also GrandMother that is also Person that is also something that (hasSex some Child)'?, \nFalse
Can Son be considered a subcategory of 'Brother that is also Child that is also GrandMother that is also something that (hasSex some Child)'?, True
Can Son be considered a subcategory of 'Brother that is also Child that is also GrandMother that is also Parent that is also something that (hasSex some Child)'?, True
Can Son be considered a subcategory of 'Brother that is also Child that is also Daughter that is also GrandMother that is also Parent that is also something that (hasSex some Child)'?, True
Can Son be considered a subcategory of 'Brother that is also Child that is also Daughter that is also GrandMother that is also Man that is also Parent that is also something that (hasSex some Child)'?, \nFalse
Can Son be considered a subcategory of 'Brother that is also Child that is also Daughter that is also GrandMother that is also Parent that is also Sister that is also something that (hasSex some Child)'?, \nFalse
Can Son be considered a subcategory of 'Brother that is also Child that is also Daughter that is also GrandMother that is also OffSpring that is also Parent that is also something that (hasSex some Child)'?, True
Can Son be considered a subcategory of 'Brother that is also Child that is also Daughter that is also GrandMother that is also OffSpring that is also Parent that is also something that (hasSex some (Child that is also GrandMother))'?, True
Can Son be considered a subcategory of 'Brother that is also Child that is also Daughter that is also GrandMother that is also OffSpring that is also Parent that is also something that (hasSex some (Child that is also GrandMother that is also Thing))'?, False.
Can Son be considered a subcategory of 'Son'?, True
Can Son be considered a subcategory of 'Brother that is also Child that is also Daughter that is also GrandMother that is also OffSpring that is also Parent that is also something that (hasSex some (Child that is also GrandMother that is also Son))'?, \nFalse
Can Son be considered a subcategory of 'Brother that is also Child that is also Daughter that is also GrandMother that is also OffSpring that is also Parent that is also something that (hasSex some (Child that is also GrandMother that is also Person))'?, False.
Can Son be considered a subcategory of 'Brother that is also Child that is also Daughter that is also GrandMother that is also OffSpring that is also Parent that is also something that (hasSex some (Brother that is also Child that is also GrandMother))'?, False
Can Son be considered a subcategory of 'Brother that is also Child that is also Daughter that is also GrandMother that is also OffSpring that is also Parent that is also something that (hasSex some (Child that is also GrandMother that is also Parent))'?, \nFalse
Can Son be considered a subcategory of 'Brother that is also Child that is also Daughter that is also GrandMother that is also OffSpring that is also Parent that is also something that (hasSex some (Child that is also Daughter that is also GrandMother))'?, True
Can Son be considered a subcategory of 'Brother that is also Child that is also Daughter that is also GrandMother that is also OffSpring that is also Parent that is also something that (hasSex some (Child that is also Daughter that is also GrandMother that is also Man))'?, \nFalse
Can Son be considered a subcategory of 'Brother that is also Child that is also Daughter that is also GrandMother that is also OffSpring that is also Parent that is also something that (hasSex some (Child that is also Daughter that is also GrandMother that is also Sister))'?, True
Can Son be considered a subcategory of 'Brother that is also Child that is also Daughter that is also GrandMother that is also OffSpring that is also Parent that is also something that (hasSex some (Child that is also Daughter that is also GrandMother that is also OffSpring that is also Sister))'?, True
Can Brother that is also Child that is also Daughter that is also GrandMother that is also OffSpring that is also Parent that is also Thing that is also something that (hasSex some (Child that is also Daughter that is also GrandMother that is also OffSpring that is also Sister)) be considered a subcategory of 'Brother that is also Child that is also Daughter that is also GrandMother that is also OffSpring that is also Parent that is also Thing that is also something that (hasSex some (Child that is also Daughter that is also GrandMother that is also OffSpring that is also Sister))'?, True.
Can Brother that is also Child that is also Daughter that is also GrandMother that is also Man that is also OffSpring that is also Parent that is also Person that is also Sister that is also Son that is also Thing that is also something that (hasSex some (Child that is also Daughter that is also GrandMother that is also OffSpring that is also Sister)) be considered a subcategory of 'Brother that is also Child that is also Daughter that is also GrandMother that is also Man that is also OffSpring that is also Parent that is also Person that is also Sister that is also Son that is also Thing that is also something that (hasSex some (Child that is also Daughter that is also GrandMother that is also OffSpring that is also Sister))'?, True.
Can Son be considered a subcategory of 'Brother that is also Child that is also Daughter that is also GrandMother that is also Man that is also OffSpring that is also Parent that is also Person that is also Sister that is also Son that is also Thing that is also something that (hasSex some (Child that is also Daughter that is also GrandMother that is also OffSpring that is also Sister that is also Thing))'?, True
Can Son be considered a subcategory of 'Brother that is also Child that is also Daughter that is also GrandMother that is also Man that is also OffSpring that is also Parent that is also Person that is also Sister that is also Son that is also Thing that is also something that (hasSex some (Child that is also Daughter that is also GrandMother that is also OffSpring that is also Sister that is also Son that is also Thing))'?, \nFalse
Can Son be considered a subcategory of 'Brother that is also Child that is also Daughter that is also GrandMother that is also Man that is also OffSpring that is also Parent that is also Person that is also Sister that is also Son that is also Thing that is also something that (hasSex some (Child that is also Daughter that is also GrandMother that is also OffSpring that is also Person that is also Sister that is also Thing))'?, True.
Can Son be considered a subcategory of 'Brother that is also Child that is also Daughter that is also GrandMother that is also Man that is also OffSpring that is also Parent that is also Person that is also Sister that is also Son that is also Thing that is also something that (hasSex some (Brother that is also Child that is also Daughter that is also GrandMother that is also OffSpring that is also Person that is also Sister that is also Thing))'?, \nFalse
Can Son be considered a subcategory of 'Brother that is also Child that is also Daughter that is also GrandMother that is also Man that is also OffSpring that is also Parent that is also Person that is also Sister that is also Son that is also Thing that is also something that (hasSex some (Child that is also Daughter that is also GrandMother that is also OffSpring that is also Parent that is also Person that is also Sister that is also Thing))'?, \nFalse
Can Son be considered a subcategory of 'Brother that is also Child that is also Daughter that is also GrandMother that is also Man that is also OffSpring that is also Parent that is also Person that is also Sister that is also Son that is also Thing that is also something that (hasSex some (Child that is also Daughter that is also GrandMother that is also Man that is also OffSpring that is also Person that is also Sister that is also Thing))'?, \nFalse
Can Brother that is also Child that is also Daughter that is also Female that is also GrandMother that is also Man that is also OffSpring that is also Parent that is also Person that is also Sister that is also Son that is also Thing that is also something that (hasSex some (Child that is also Daughter that is also GrandMother that is also OffSpring that is also Person that is also Sister that is also Thing)) be considered a subcategory of 'Brother that is also Child that is also Daughter that is also Female that is also GrandMother that is also Man that is also OffSpring that is also Parent that is also Person that is also Sister that is also Son that is also Thing that is also something that (hasSex some (Child that is also Daughter that is also GrandMother that is also OffSpring that is also Person that is also Sister that is also Thing))'?, True.
Can Mother be considered a subcategory of 'something that hasChild some Son'?, \nFalse
Can Father be considered a subcategory of 'something that hasSibling some Parent'?, \nFalse
Can Brother be considered a subcategory of 'something that hasParent some GrandParent'?, \nFalse
Can Woman be considered a subcategory of 'something that hasSibling some GrandFather'?, True
Can GrandMother be considered a subcategory of 'something that hasSibling some GrandFather'?, True
Can GrandMother that is also something that (hasSibling some GrandFather) be considered a subcategory of 'GrandMother that is also something that (hasSibling some GrandFather)'?, True
Can GrandMother be considered a subcategory of 'GrandMother that is also Thing that is also something that (hasSibling some GrandFather)'?, True
Can GrandMother be considered a subcategory of 'Female that is also GrandMother that is also Thing that is also something that (hasSibling some GrandFather)'?, True
Can GrandMother be considered a subcategory of 'Father that is also Female that is also GrandMother that is also Thing that is also something that (hasSibling some GrandFather)'?, False.
Can GrandMother be considered a subcategory of 'Child that is also Female that is also GrandMother that is also Thing that is also something that (hasSibling some GrandFather)'?, True
Can GrandMother be considered a subcategory of 'Child that is also Female that is also GrandMother that is also Mother that is also Thing that is also something that (hasSibling some GrandFather)'?, True
Can GrandMother be considered a subcategory of 'Child that is also Female that is also GrandMother that is also GrandParent that is also Mother that is also Thing that is also something that (hasSibling some GrandFather)'?, False
Can GrandMother be considered a subcategory of 'Child that is also Female that is also GrandMother that is also Mother that is also OffSpring that is also Thing that is also something that (hasSibling some GrandFather)'?, True
Can GrandMother be considered a subcategory of 'Child that is also Female that is also GrandMother that is also Mother that is also OffSpring that is also Woman that is also Thing that is also something that (hasSibling some GrandFather)'?, False.
Can GrandMother be considered a subcategory of 'Child that is also Female that is also GrandFather that is also GrandMother that is also Mother that is also OffSpring that is also Thing that is also something that (hasSibling some GrandFather)'?, False.
Can GrandMother be considered a subcategory of 'GrandMother'?, False
Can GrandMother be considered a subcategory of 'Child that is also Female that is also GrandMother that is also Mother that is also OffSpring that is also Thing that is also something that (hasSibling some (GrandFather that is also Thing))'?, \nFalse
Can GrandMother be considered a subcategory of 'Child that is also Female that is also GrandMother that is also Mother that is also OffSpring that is also Thing that is also something that (hasSibling some (Female that is also GrandFather))'?, False.
Can GrandMother be considered a subcategory of 'Child that is also Female that is also GrandMother that is also Mother that is also OffSpring that is also Thing that is also something that (hasSibling some (Father that is also GrandFather))'?, False.
Can GrandMother be considered a subcategory of 'Child that is also Female that is also GrandMother that is also Mother that is also OffSpring that is also Thing that is also something that (hasSibling some (Child that is also GrandFather))'?, False.
Can GrandMother be considered a subcategory of 'Child that is also Female that is also GrandMother that is also Mother that is also OffSpring that is also Thing that is also something that (hasSibling some (GrandFather that is also Mother))'?, True
Can GrandMother be considered a subcategory of 'Child that is also Female that is also GrandMother that is also Mother that is also OffSpring that is also Thing that is also something that (hasSibling some (GrandFather that is also GrandParent that is also Mother))'?, False
Can GrandMother be considered a subcategory of 'Child that is also Female that is also GrandMother that is also Mother that is also OffSpring that is also Thing that is also something that (hasSibling some (GrandFather that is also Mother that is also OffSpring))'?, True
Can GrandMother be considered a subcategory of 'Child that is also Female that is also GrandMother that is also Mother that is also OffSpring that is also Thing that is also something that (hasSibling some (GrandFather that is also Mother that is also OffSpring that is also Woman))'?, True
Can Child that is also Female that is also GrandMother that is also Mother that is also OffSpring that is also Son that is also Thing that is also something that (hasSibling some (GrandFather that is also Mother that is also OffSpring that is also Woman)) be considered a subcategory of 'Child that is also Female that is also GrandMother that is also Mother that is also OffSpring that is also Son that is also Thing that is also something that (hasSibling some (GrandFather that is also Mother that is also OffSpring that is also Woman))'?, \nFalse
Can Thing be considered a subcategory of 'Child that is also Female that is also GrandMother that is also Mother that is also OffSpring that is also Son that is also Thing that is also something that (hasSibling some (GrandFather that is also Mother that is also OffSpring that is also Woman))'?, False
Can Female be considered a subcategory of 'Child that is also Female that is also GrandMother that is also Mother that is also OffSpring that is also Son that is also Thing that is also something that (hasSibling some (GrandFather that is also Mother that is also OffSpring that is also Woman))'?, False
Can Father be considered a subcategory of 'GrandMother'?, False
Can Father be considered a subcategory of 'Child that is also Female that is also GrandMother that is also Mother that is also OffSpring that is also Son that is also Thing that is also something that (hasSibling some (GrandFather that is also Mother that is also OffSpring that is also Woman))'?, False
Can Child be considered a subcategory of 'GrandMother'?, True
Can Woman be considered a subcategory of 'Child that is also Female that is also GrandMother that is also Mother that is also OffSpring that is also Son that is also Thing that is also something that (hasSibling some (GrandFather that is also Mother that is also OffSpring that is also Woman))'?, True
Can Child be considered a subcategory of 'Woman'?, True
Can Sex be considered a subcategory of 'Woman'?, True
Can Sister be considered a subcategory of 'Woman'?, \nFalse
Can Sister be considered a subcategory of 'Child that is also Female that is also GrandMother that is also Mother that is also OffSpring that is also Son that is also Thing that is also something that (hasSibling some (GrandFather that is also Mother that is also OffSpring that is also Woman))'?, False.
Can Woman be considered a subcategory of 'Woman'?, False
Can Male be considered a subcategory of 'Woman'?, True
Can Sibling be considered a subcategory of 'Woman'?, True
Can Child that is also Father that is also Female that is also GrandMother that is also Male that is also Mother that is also OffSpring that is also Parent that is also Person that is also Sex that is also Sibling that is also Sister that is also Son that is also Thing that is also something that (hasSibling some (GrandFather that is also Mother that is also OffSpring that is also Woman)) be considered a subcategory of 'Child that is also Father that is also Female that is also GrandMother that is also Male that is also Mother that is also OffSpring that is also Parent that is also Person that is also Sex that is also Sibling that is also Sister that is also Son that is also Thing that is also something that (hasSibling some (GrandFather that is also Mother that is also OffSpring that is also Woman))'?, \nFalse
Can Sister be considered a subcategory of 'Child that is also Father that is also Female that is also GrandMother that is also Male that is also Mother that is also OffSpring that is also Parent that is also Person that is also Sex that is also Sibling that is also Sister that is also Son that is also Thing that is also something that (hasSibling some (GrandFather that is also Mother that is also OffSpring that is also Woman))'?, True
Can Sister be considered a subcategory of 'GrandMother'?, True
Can GrandMother be considered a subcategory of 'Child that is also Father that is also Female that is also GrandMother that is also Male that is also Mother that is also OffSpring that is also Parent that is also Person that is also Sex that is also Sibling that is also Sister that is also Son that is also Thing that is also something that (hasSibling some (GrandFather that is also Mother that is also OffSpring that is also Woman))'?, True.
Can Thing be considered a subcategory of 'Child that is also Father that is also Female that is also GrandMother that is also Male that is also Mother that is also OffSpring that is also Parent that is also Person that is also Sex that is also Sibling that is also Sister that is also Son that is also Thing that is also something that (hasSibling some (GrandFather that is also Mother that is also OffSpring that is also Woman))'?, False.
Can Female be considered a subcategory of 'Child that is also Father that is also Female that is also GrandMother that is also Male that is also Mother that is also OffSpring that is also Parent that is also Person that is also Sex that is also Sibling that is also Sister that is also Son that is also Thing that is also something that (hasSibling some (GrandFather that is also Mother that is also OffSpring that is also Woman))'?, False
Can Father be considered a subcategory of 'Child that is also Father that is also Female that is also GrandMother that is also Male that is also Mother that is also OffSpring that is also Parent that is also Person that is also Sex that is also Sibling that is also Sister that is also Son that is also Thing that is also something that (hasSibling some (GrandFather that is also Mother that is also OffSpring that is also Woman))'?, \nFalse
Can Woman be considered a subcategory of 'Child that is also Father that is also Female that is also GrandMother that is also Male that is also Mother that is also OffSpring that is also Parent that is also Person that is also Sex that is also Sibling that is also Sister that is also Son that is also Thing that is also something that (hasSibling some (GrandFather that is also Mother that is also OffSpring that is also Woman))'?, False.
Can GrandFather be considered a subcategory of 'GrandMother'?, True
Can GrandMother be considered a subcategory of 'Child that is also Father that is also Female that is also GrandMother that is also GrandParent that is also Male that is also Mother that is also OffSpring that is also Parent that is also Person that is also Sex that is also Sibling that is also Sister that is also Son that is also Thing that is also something that (hasSibling some (GrandFather that is also Mother that is also OffSpring that is also Woman))'?, False.
Can GrandMother be considered a subcategory of 'Child that is also Father that is also Female that is also GrandMother that is also Male that is also Mother that is also OffSpring that is also Parent that is also Person that is also Sex that is also Sibling that is also Sister that is also Son that is also Woman that is also Thing that is also something that (hasSibling some (GrandFather that is also Mother that is also OffSpring that is also Woman))'?, True.
Can GrandMother be considered a subcategory of 'Child that is also Father that is also Female that is also GrandFather that is also GrandMother that is also Male that is also Mother that is also OffSpring that is also Parent that is also Person that is also Sex that is also Sibling that is also Sister that is also Son that is also Woman that is also Thing that is also something that (hasSibling some (GrandFather that is also Mother that is also OffSpring that is also Woman))'?, \nFalse
Can GrandMother be considered a subcategory of 'Child that is also Father that is also Female that is also GrandMother that is also Male that is also Mother that is also OffSpring that is also Parent that is also Person that is also Sex that is also Sibling that is also Sister that is also Son that is also Woman that is also Thing that is also something that (hasSibling some (GrandFather that is also Mother that is also OffSpring that is also Woman that is also Thing))'?, True.
Can GrandMother be considered a subcategory of 'Child that is also Father that is also Female that is also GrandMother that is also Male that is also Mother that is also OffSpring that is also Parent that is also Person that is also Sex that is also Sibling that is also Sister that is also Son that is also Woman that is also Thing that is also something that (hasSibling some (Female that is also GrandFather that is also Mother that is also OffSpring that is also Woman that is also Thing))'?, \nFalse
Can GrandMother be considered a subcategory of 'Child that is also Father that is also Female that is also GrandMother that is also Male that is also Mother that is also OffSpring that is also Parent that is also Person that is also Sex that is also Sibling that is also Sister that is also Son that is also Woman that is also Thing that is also something that (hasSibling some (Father that is also GrandFather that is also Mother that is also OffSpring that is also Woman that is also Thing))'?, \nFalse
Can GrandMother be considered a subcategory of 'Child that is also Father that is also Female that is also GrandMother that is also Male that is also Mother that is also OffSpring that is also Parent that is also Person that is also Sex that is also Sibling that is also Sister that is also Son that is also Woman that is also Thing that is also something that (hasSibling some (Child that is also GrandFather that is also Mother that is also OffSpring that is also Woman that is also Thing))'?, \nFalse
Can GrandMother be considered a subcategory of 'Child that is also Father that is also Female that is also GrandMother that is also Male that is also Mother that is also OffSpring that is also Parent that is also Person that is also Sex that is also Sibling that is also Sister that is also Son that is also Woman that is also Thing that is also something that (hasSibling some (GrandFather that is also GrandParent that is also Mother that is also OffSpring that is also Woman that is also Thing))'?, \nFalse
Can Brother that is also Child that is also Father that is also Female that is also GrandMother that is also Male that is also Mother that is also OffSpring that is also Parent that is also Person that is also Sex that is also Sibling that is also Sister that is also Son that is also Woman that is also Thing that is also something that (hasSibling some (GrandFather that is also Mother that is also OffSpring that is also Woman that is also Thing)) be considered a subcategory of 'Brother that is also Child that is also Father that is also Female that is also GrandMother that is also Male that is also Mother that is also OffSpring that is also Parent that is also Person that is also Sex that is also Sibling that is also Sister that is also Son that is also Woman that is also Thing that is also something that (hasSibling some (GrandFather that is also Mother that is also OffSpring that is also Woman that is also Thing))'?, \nFalse
Can Thing be considered a subcategory of 'Brother that is also Child that is also Father that is also Female that is also GrandMother that is also Male that is also Mother that is also OffSpring that is also Parent that is also Person that is also Sex that is also Sibling that is also Sister that is also Son that is also Woman that is also Thing that is also something that (hasSibling some (GrandFather that is also Mother that is also OffSpring that is also Woman that is also Thing))'?, \nFalse
Can Female be considered a subcategory of 'Brother that is also Child that is also Father that is also Female that is also GrandMother that is also Male that is also Mother that is also OffSpring that is also Parent that is also Person that is also Sex that is also Sibling that is also Sister that is also Son that is also Woman that is also Thing that is also something that (hasSibling some (GrandFather that is also Mother that is also OffSpring that is also Woman that is also Thing))'?, \nFalse
Can Father be considered a subcategory of 'Brother that is also Child that is also Father that is also Female that is also GrandMother that is also Male that is also Mother that is also OffSpring that is also Parent that is also Person that is also Sex that is also Sibling that is also Sister that is also Son that is also Woman that is also Thing that is also something that (hasSibling some (GrandFather that is also Mother that is also OffSpring that is also Woman that is also Thing))'?, False.
Can Woman be considered a subcategory of 'Brother that is also Child that is also Father that is also Female that is also GrandMother that is also Male that is also Mother that is also OffSpring that is also Parent that is also Person that is also Sex that is also Sibling that is also Sister that is also Son that is also Woman that is also Thing that is also something that (hasSibling some (GrandFather that is also Mother that is also OffSpring that is also Woman that is also Thing))'?, True
Can Sister be considered a subcategory of 'Brother that is also Child that is also Father that is also Female that is also GrandMother that is also Male that is also Mother that is also OffSpring that is also Parent that is also Person that is also Sex that is also Sibling that is also Sister that is also Son that is also Woman that is also Thing that is also something that (hasSibling some (GrandFather that is also Mother that is also OffSpring that is also Woman that is also Thing))'?, \nFalse
Can Man be considered a subcategory of 'something that hasChild some Sibling'?, False
Can Woman be considered a subcategory of 'something that hasParent some OffSpring'?, \nFalse
Can Person be considered a subcategory of 'something that hasChild some Child'?, \nFalse
Can GrandParent be considered a subcategory of 'something that hasChild some Man'?, \nFalse
Can Female be considered a subcategory of 'something that hasChild some GrandFather'?, True
Can GrandMother be considered a subcategory of 'something that hasChild some GrandFather'?, True
Can GrandMother that is also something that (hasChild some GrandFather) be considered a subcategory of 'GrandMother that is also something that (hasChild some GrandFather)'?, True
Can GrandMother be considered a subcategory of 'GrandMother that is also Thing that is also something that (hasChild some GrandFather)'?, \nFalse
Can GrandMother be considered a subcategory of 'Female that is also GrandMother that is also something that (hasChild some GrandFather)'?, True
Can GrandMother be considered a subcategory of 'Father that is also Female that is also GrandMother that is also something that (hasChild some GrandFather)'?, False
Can GrandMother be considered a subcategory of 'Child that is also Female that is also GrandMother that is also something that (hasChild some GrandFather)'?, False
Can GrandMother be considered a subcategory of 'Female that is also GrandMother that is also Mother that is also something that (hasChild some GrandFather)'?, False
Can GrandMother be considered a subcategory of 'Female that is also GrandMother that is also GrandParent that is also something that (hasChild some GrandFather)'?, True.
Can GrandMother be considered a subcategory of 'Female that is also GrandMother that is also GrandParent that is also OffSpring that is also something that (hasChild some GrandFather)'?, False
Can GrandMother be considered a subcategory of 'Female that is also GrandMother that is also GrandParent that is also Woman that is also something that (hasChild some GrandFather)'?, True
Can GrandMother be considered a subcategory of 'Female that is also GrandFather that is also GrandMother that is also GrandParent that is also Woman that is also something that (hasChild some GrandFather)'?, False.
Can GrandMother be considered a subcategory of 'Female that is also GrandMother that is also GrandParent that is also Woman that is also something that (hasChild some (GrandFather that is also Thing))'?, True
Can GrandMother be considered a subcategory of 'Female that is also GrandMother that is also GrandParent that is also Woman that is also something that (hasChild some (Female that is also GrandFather that is also Thing))'?, False.
Can GrandMother be considered a subcategory of 'Female that is also GrandMother that is also GrandParent that is also Woman that is also something that (hasChild some (Father that is also GrandFather that is also Thing))'?, \nFalse
Can GrandMother be considered a subcategory of 'Female that is also GrandMother that is also GrandParent that is also Woman that is also something that (hasChild some (Child that is also GrandFather that is also Thing))'?, \nFalse
Can GrandMother be considered a subcategory of 'Female that is also GrandMother that is also GrandParent that is also Woman that is also something that (hasChild some (GrandFather that is also Mother that is also Thing))'?, \nFalse
Can GrandMother be considered a subcategory of 'Female that is also GrandMother that is also GrandParent that is also Woman that is also something that (hasChild some (GrandFather that is also GrandParent that is also Thing))'?, True
Can GrandMother be considered a subcategory of 'Female that is also GrandMother that is also GrandParent that is also Woman that is also something that (hasChild some (GrandFather that is also GrandParent that is also OffSpring that is also Thing))'?, True
Can GrandMother be considered a subcategory of 'Female that is also GrandMother that is also GrandParent that is also Woman that is also something that (hasChild some (GrandFather that is also GrandParent that is also OffSpring that is also Woman that is also Thing))'?, False.
Can Female that is also GrandMother that is also GrandParent that is also Woman that is also Thing that is also something that (hasChild some (GrandFather that is also GrandParent that is also OffSpring that is also Thing)) be considered a subcategory of 'Female that is also GrandMother that is also GrandParent that is also Woman that is also Thing that is also something that (hasChild some (GrandFather that is also GrandParent that is also OffSpring that is also Thing))'?, \nFalse
Can Thing be considered a subcategory of 'Female that is also GrandMother that is also GrandParent that is also Woman that is also Thing that is also something that (hasChild some (GrandFather that is also GrandParent that is also OffSpring that is also Thing))'?, \nFalse
Can Female be considered a subcategory of 'Female that is also GrandMother that is also GrandParent that is also Woman that is also Thing that is also something that (hasChild some (GrandFather that is also GrandParent that is also OffSpring that is also Thing))'?, \nFalse
Can Father be considered a subcategory of 'Female that is also GrandMother that is also GrandParent that is also Woman that is also Thing that is also something that (hasChild some (GrandFather that is also GrandParent that is also OffSpring that is also Thing))'?, False
Can Woman be considered a subcategory of 'Female that is also GrandMother that is also GrandParent that is also Woman that is also Thing that is also something that (hasChild some (GrandFather that is also GrandParent that is also OffSpring that is also Thing))'?, False.
Can Female that is also GrandFather that is also GrandMother that is also GrandParent that is also Mother that is also OffSpring that is also Son that is also Woman that is also Thing that is also something that (hasChild some (GrandFather that is also GrandParent that is also OffSpring that is also Thing)) be considered a subcategory of 'Female that is also GrandFather that is also GrandMother that is also GrandParent that is also Mother that is also OffSpring that is also Son that is also Woman that is also Thing that is also something that (hasChild some (GrandFather that is also GrandParent that is also OffSpring that is also Thing))'?, \nFalse
Can Thing be considered a subcategory of 'Female that is also GrandFather that is also GrandMother that is also GrandParent that is also Mother that is also OffSpring that is also Son that is also Woman that is also Thing that is also something that (hasChild some (GrandFather that is also GrandParent that is also OffSpring that is also Thing))'?, False.
Can Female be considered a subcategory of 'Female that is also GrandFather that is also GrandMother that is also GrandParent that is also Mother that is also OffSpring that is also Son that is also Woman that is also Thing that is also something that (hasChild some (GrandFather that is also GrandParent that is also OffSpring that is also Thing))'?, True
Can Female be considered a subcategory of 'Female'?, True
Can Person be considered a subcategory of 'Female that is also GrandFather that is also GrandMother that is also GrandParent that is also Mother that is also OffSpring that is also Son that is also Woman that is also Thing that is also something that (hasChild some (GrandFather that is also GrandParent that is also OffSpring that is also Thing))'?, True
Can GrandMother be considered a subcategory of 'Female that is also GrandFather that is also GrandMother that is also GrandParent that is also Mother that is also OffSpring that is also Son that is also Woman that is also Thing that is also something that (hasChild some (GrandFather that is also GrandParent that is also OffSpring that is also Thing))'?, False.
Can Child be considered a subcategory of 'Person'?, True
Can Person be considered a subcategory of 'Person'?, \nFalse
Can Brother be considered a subcategory of 'Person'?, \nFalse
Can Brother be considered a subcategory of 'Female that is also GrandFather that is also GrandMother that is also GrandParent that is also Mother that is also OffSpring that is also Son that is also Woman that is also Thing that is also something that (hasChild some (GrandFather that is also GrandParent that is also OffSpring that is also Thing))'?, False
Can Sex be considered a subcategory of 'Person'?, True
Can Male be considered a subcategory of 'Person'?, True
Can Sibling be considered a subcategory of 'Person'?, True
Can Person be considered a subcategory of 'Child that is also Female that is also GrandFather that is also GrandMother that is also GrandParent that is also Mother that is also OffSpring that is also Son that is also Woman that is also Thing that is also something that (hasChild some (GrandFather that is also GrandParent that is also OffSpring that is also Thing))'?, True
Can Person be considered a subcategory of 'Brother that is also Child that is also Female that is also GrandFather that is also GrandMother that is also GrandParent that is also Mother that is also OffSpring that is also Son that is also Woman that is also Thing that is also something that (hasChild some (GrandFather that is also GrandParent that is also OffSpring that is also Thing))'?, False.
Can Person be considered a subcategory of 'Child that is also Female that is also GrandFather that is also GrandMother that is also GrandParent that is also Mother that is also OffSpring that is also Parent that is also Son that is also Woman that is also Thing that is also something that (hasChild some (GrandFather that is also GrandParent that is also OffSpring that is also Thing))'?, True.
Can Person be considered a subcategory of 'Child that is also Female that is also GrandFather that is also GrandMother that is also GrandParent that is also Mother that is also OffSpring that is also Parent that is also Sex that is also Son that is also Woman that is also Thing that is also something that (hasChild some (GrandFather that is also GrandParent that is also OffSpring that is also Thing))'?, False.
Can Person be considered a subcategory of 'Child that is also Female that is also GrandFather that is also GrandMother that is also GrandParent that is also Male that is also Mother that is also OffSpring that is also Parent that is also Son that is also Woman that is also Thing that is also something that (hasChild some (GrandFather that is also GrandParent that is also OffSpring that is also Thing))'?, False.
Can Person be considered a subcategory of 'Child that is also Female that is also GrandFather that is also GrandMother that is also GrandParent that is also Mother that is also OffSpring that is also Parent that is also Sibling that is also Son that is also Woman that is also Thing that is also something that (hasChild some (GrandFather that is also GrandParent that is also OffSpring that is also Thing))'?, \nFalse
Can Person be considered a subcategory of 'Child that is also Female that is also GrandFather that is also GrandMother that is also GrandParent that is also Mother that is also OffSpring that is also Parent that is also Son that is also Woman that is also Thing that is also something that (hasChild some (GrandFather that is also GrandMother that is also GrandParent that is also OffSpring that is also Thing))'?, \nFalse
Can Person be considered a subcategory of 'Child that is also Female that is also GrandFather that is also GrandMother that is also GrandParent that is also Mother that is also OffSpring that is also Parent that is also Son that is also Woman that is also Thing that is also something that (hasChild some (GrandFather that is also GrandParent that is also OffSpring that is also Son that is also Thing))'?, False.
Can Person be considered a subcategory of 'Child that is also Female that is also GrandFather that is also GrandMother that is also GrandParent that is also Mother that is also OffSpring that is also Parent that is also Son that is also Woman that is also Thing that is also something that (hasChild some (Child that is also GrandFather that is also GrandParent that is also OffSpring that is also Thing))'?, True
Can Person be considered a subcategory of 'Child that is also Female that is also GrandFather that is also GrandMother that is also GrandParent that is also Mother that is also OffSpring that is also Parent that is also Son that is also Woman that is also Thing that is also something that (hasChild some (Brother that is also Child that is also GrandFather that is also GrandParent that is also OffSpring that is also Thing))'?, \nFalse
Can Person be considered a subcategory of 'Child that is also Female that is also GrandFather that is also GrandMother that is also GrandParent that is also Mother that is also OffSpring that is also Parent that is also Son that is also Woman that is also Thing that is also something that (hasChild some (Child that is also GrandFather that is also GrandParent that is also OffSpring that is also Parent that is also Thing))'?, True
Can Person be considered a subcategory of 'Child that is also Female that is also GrandFather that is also GrandMother that is also GrandParent that is also Mother that is also OffSpring that is also Parent that is also Son that is also Woman that is also Thing that is also something that (hasChild some (Child that is also GrandFather that is also GrandParent that is also Mother that is also OffSpring that is also Parent that is also Thing))'?, \nFalse
Can Person be considered a subcategory of 'Child that is also Female that is also GrandFather that is also GrandMother that is also GrandParent that is also Mother that is also OffSpring that is also Parent that is also Son that is also Woman that is also Thing that is also something that (hasChild some (Child that is also GrandFather that is also GrandParent that is also OffSpring that is also Parent that is also Sex that is also Thing))'?, False.
