Parent and Person SubClassOf Father,  False.
Can Daughter be considered a subcategory of 'something that hasParent some Parent'?,  True,
Can GrandMother be considered a subcategory of 'something that hasParent some Parent'?,  False.
Can Thing be considered a subcategory of 'something that hasParent some Parent'?,  False.
Can Son be considered a subcategory of 'something that hasParent some Parent'?,  False.
Can Female be considered a subcategory of 'something that hasParent some Parent'?,  False.
Can Father be considered a subcategory of 'something that hasParent some Parent'?,  False.
Can Child be considered a subcategory of 'something that hasParent some Parent'?,  False.
Can Person be considered a subcategory of 'something that hasParent some Parent'?,  False.
Can Brother be considered a subcategory of 'something that hasParent some Parent'?,  False.
Can Parent be considered a subcategory of 'something that hasParent some Parent'?,  False.
Can Thing that is also something that (hasParent some Parent) be considered a subcategory of 'Thing that is also something that (hasParent some Parent)'?,  False.
Can Thing be considered a subcategory of 'Thing that is also something that (hasParent some Parent)'?,  False.
Can Female be considered a subcategory of 'Thing that is also something that (hasParent some Parent)'?,  False.
Can Child be considered a subcategory of 'Thing that is also something that (hasParent some Parent)'?,  False.
Can Person be considered a subcategory of 'Thing that is also something that (hasParent some Parent)'?,  False.
Can Daughter be considered a subcategory of 'Daughter'?,  False.
Can OffSpring be considered a subcategory of 'Thing that is also something that (hasParent some Parent)'?,  True.
Can OffSpring be considered a subcategory of 'OffSpring'?,  False.
Can Sex be considered a subcategory of 'Parent'?,  False.
Can Sister be considered a subcategory of 'Parent'?,  False.
Can Sibling be considered a subcategory of 'Parent'?,  False.
Can OffSpring be considered a subcategory of 'Person that is also Thing that is also something that (hasParent some Parent)'?,  True.
Can OffSpring be considered a subcategory of 'Person that is also Thing that is also something that (hasParent some (Parent that is also Thing))'?,  True.
Can OffSpring be considered a subcategory of 'Person that is also Thing that is also something that (hasParent some (Parent that is also Person that is also Thing))'?,  True.
Can Person that is also Thing that is also something that (hasParent some (Parent that is also Person that is also Thing)) be considered a subcategory of 'Person that is also Thing that is also something that (hasParent some (Parent that is also Person that is also Thing))'?,  It is
Can Thing be considered a subcategory of 'Person that is also Thing that is also something that (hasParent some (Parent that is also Person that is also Thing))'?,  False.
Can Person be considered a subcategory of 'Person that is also Thing that is also something that (hasParent some (Parent that is also Person that is also Thing))'?,  False.
Can Thing be considered a subcategory of 'Parent that is also Person that is also Thing'?,  False.
Can Female be considered a subcategory of 'Parent that is also Person that is also Thing'?,  False.
Can Child be considered a subcategory of 'Parent that is also Person that is also Thing'?, False.
Can Person be considered a subcategory of 'Parent that is also Person that is also Thing'?,  False.
Can Brother be considered a subcategory of 'Parent that is also Person that is also Thing'?,  False.
Can Daughter be considered a subcategory of 'Parent that is also Person that is also Thing'?,  False.
Can Man be considered a subcategory of 'Parent that is also Person that is also Thing'?,  False.
Can GrandParent be considered a subcategory of 'Parent that is also Person that is also Thing'?,  False.
Can Sex be considered a subcategory of 'Parent that is also Person that is also Thing'?,  False.
Can Sister be considered a subcategory of 'Parent that is also Person that is also Thing'?,  True.
Can Sister be considered a subcategory of 'GrandMother'?,  False.
Can Sister be considered a subcategory of 'Son'?,  False.
Can Sister be considered a subcategory of 'Female'?,  True.
Can Sister be considered a subcategory of 'Female that is also Parent that is also Person that is also Thing'?,  True.
Can Sister be considered a subcategory of 'Child'?,  False.
Can Sister be considered a subcategory of 'Brother'?,  False.
Can Sister be considered a subcategory of 'Daughter'?,  False.
Can Sister be considered a subcategory of 'Man'?,  False.
Can Sister be considered a subcategory of 'Mother'?,  False.
Can Sister be considered a subcategory of 'GrandParent'?,  False.
Can Sister be considered a subcategory of 'Sex'?,  False.
Can Sister be considered a subcategory of 'Woman'?,  True.
Can Sister be considered a subcategory of 'Female that is also Parent that is also Person that is also Woman that is also Thing'?,  True,
Can Sister be considered a subcategory of 'Male'?,  False.
Can Sister be considered a subcategory of 'Sibling'?,  False.
Can Sister be considered a subcategory of 'GrandFather'?,  False.
Can Daughter be considered a subcategory of 'something that hasParent some Sex'?,  False.
Can Female that is also Sibling be considered a subcategory of 'Child'?,  False.
Can Daughter that is also Woman be considered a subcategory of 'Mother'?,  False.
Can Father that is also Sister be considered a subcategory of 'Sibling'?,  False.
Can Child be considered a subcategory of 'something that hasParent some Female'?,  False.
Can GrandParent that is also Parent be considered a subcategory of 'Female'?,  False.
Can OffSpring that is also Parent be considered a subcategory of 'Sex'?,  False.
Can something that hasChild some Sibling be considered a subcategory of 'Daughter'?,  False.
Can Brother that is also Daughter be considered a subcategory of 'Sex'?,  False.
Can Sibling be considered a subcategory of 'something that hasChild some Brother'?,  False.
Can GrandMother that is also Sex be considered a subcategory of 'Mother'?,  False.
Can Daughter be considered a subcategory of 'something that hasParent some Sister'?,  False.
Can GrandParent that is also Mother be considered a subcategory of 'Sibling'?,  False.
Can Child that is also GrandFather be considered a subcategory of 'Father'?,  False.
Can Mother that is also Parent be considered a subcategory of 'GrandParent'?,  False.
Can Child that is also Female be considered a subcategory of 'GrandParent'?,  False.
Can Father that is also GrandParent be considered a subcategory of 'Daughter'?,  False.
Can GrandMother be considered a subcategory of 'something that hasChild some Sex'?,  False.
Can Child that is also Son be considered a subcategory of 'Brother'?,  False.
Can Male that is also Sister be considered a subcategory of 'Mother'?,  False.
Can Female be considered a subcategory of 'something that hasChild some Sex'?,  False.
Can Father that is also Sex be considered a subcategory of 'Child'?,  False.
Can Sex be considered a subcategory of 'something that hasSibling some Male'?,  False.
Can OffSpring that is also Sibling be considered a subcategory of 'GrandMother'?,  False.
Can Daughter that is also Man be considered a subcategory of 'GrandFather'?,  False.
Can Male that is also Sex be considered a subcategory of 'GrandFather'?,  False.
Can Child that is also Person be considered a subcategory of 'GrandParent'?,  False.
Can Brother that is also Woman be considered a subcategory of 'GrandMother'?,  False.
Can Male that is also Woman be considered a subcategory of 'GrandMother'?,  False.
Can Sex that is also Sibling be considered a subcategory of 'Sister'?,  False.
Can Brother that is also Female be considered a subcategory of 'Sister'?,  False.
Can something that hasSibling some Person be considered a subcategory of 'GrandFather'?,  False.
Can Daughter that is also Sister be considered a subcategory of 'Man'?,  False.
Can something that hasSex some GrandFather be considered a subcategory of 'GrandFather'?,  False.
Can GrandMother that is also Parent be considered a subcategory of 'Male'?,  False.
Can something that hasParent some Father be considered a subcategory of 'Male'?,  False.
Can Daughter that is also GrandMother be considered a subcategory of 'Mother'?,  False.
Can Son be considered a subcategory of 'something that hasChild some Parent'?,  True,
Can GrandMother be considered a subcategory of 'something that hasChild some Parent'?,  False.
Can Thing be considered a subcategory of 'something that hasChild some Parent'?,  False.
Can Thing that is also something that (hasChild some Parent) be considered a subcategory of 'Thing that is also something that (hasChild some Parent)'?,  False.
Can Thing be considered a subcategory of 'Thing that is also something that (hasChild some Parent)'?,  True,
Can Thing that is also something that (hasChild some (Parent that is also Thing)) be considered a subcategory of 'Thing that is also something that (hasChild some (Parent that is also Thing))'?,  True.
Can Thing be considered a subcategory of 'Parent that is also Thing'?,  False.
Can Female be considered a subcategory of 'Parent that is also Thing'?,  False.
Can Child be considered a subcategory of 'Parent that is also Thing'?,  False.
Can Person be considered a subcategory of 'Parent that is also Thing'?,  False.
Can Brother be considered a subcategory of 'Parent that is also Thing'?,  False.
Can Daughter be considered a subcategory of 'Parent that is also Thing'?,  False.
Can Man be considered a subcategory of 'Parent that is also Thing'?,  False.
Can GrandParent be considered a subcategory of 'Parent that is also Thing'?,  False.
Can Sex be considered a subcategory of 'Parent that is also Thing'?,  False.
Can OffSpring be considered a subcategory of 'Parent that is also Thing'?,  False.
Can Woman be considered a subcategory of 'Parent that is also Thing'?,  False.
Can Male be considered a subcategory of 'Parent that is also Thing'?,  False.
Can Sibling be considered a subcategory of 'Parent that is also Thing'?,  False.
Can GrandFather be considered a subcategory of 'Parent that is also Thing'?,  False.
Can Thing that is also something that (hasChild some (Parent that is also Person that is also Thing)) be considered a subcategory of 'Thing that is also something that (hasChild some (Parent that is also Person that is also Thing))'?,  I cannot
Can OffSpring be considered a subcategory of 'Parent that is also Person that is also Thing'?,  False.
Can Woman be considered a subcategory of 'Parent that is also Person that is also Thing'?,  False.
Can Male be considered a subcategory of 'Parent that is also Person that is also Thing'?,  False.
Can Sibling be considered a subcategory of 'Parent that is also Person that is also Thing'?,  False.
Can GrandFather be considered a subcategory of 'Parent that is also Person that is also Thing'?, False.
Can GrandFather that is also GrandParent be considered a subcategory of 'Woman'?,  False.
Can Person that is also Son be considered a subcategory of 'GrandParent'?,  False.
Can GrandFather that is also GrandMother be considered a subcategory of 'Child'?,  False.
Can Brother that is also Father be considered a subcategory of 'Child'?,  False.
Can Female that is also Sex be considered a subcategory of 'Child'?,  False.
Can Male that is also Sibling be considered a subcategory of 'Parent'?,  False.
Can Daughter that is also Person be considered a subcategory of 'Mother'?,  False.
Can Daughter be considered a subcategory of 'something that hasChild some Mother'?,  True.
Can GrandMother be considered a subcategory of 'something that hasChild some Mother'?,  True.
Can Thing that is also something that (hasChild some Mother) be considered a subcategory of 'Thing that is also something that (hasChild some Mother)'?,  False.
Can Thing be considered a subcategory of 'Thing that is also something that (hasChild some Mother)'?,  False.
Can Person be considered a subcategory of 'Thing that is also something that (hasChild some Mother)'?,  False.
Can GrandParent be considered a subcategory of 'Thing that is also something that (hasChild some Mother)'?,  False.
Can Woman be considered a subcategory of 'Thing that is also something that (hasChild some Mother)'?,  False.
Can Sex be considered a subcategory of 'Mother'?,  False.
Can Sibling be considered a subcategory of 'Mother'?,  False.
Can GrandMother be considered a subcategory of 'Person that is also Thing that is also something that (hasChild some Mother)'?,  True.
Can GrandMother be considered a subcategory of 'GrandParent that is also Person that is also Thing that is also something that (hasChild some Mother)'?,  True.
Can GrandMother be considered a subcategory of 'GrandParent that is also Person that is also Woman that is also Thing that is also something that (hasChild some Mother)'?,  True.
Can GrandMother be considered a subcategory of 'GrandParent that is also Person that is also Woman that is also Thing that is also something that (hasChild some (Mother that is also Thing))'?,  True.
Can GrandMother be considered a subcategory of 'GrandParent that is also Person that is also Woman that is also Thing that is also something that (hasChild some (Mother that is also Person that is also Thing))'?,  True.
Can GrandMother be considered a subcategory of 'GrandParent that is also Person that is also Woman that is also Thing that is also something that (hasChild some (GrandParent that is also Mother that is also Person that is also Thing))'?,  True.
Can GrandMother be considered a subcategory of 'GrandParent that is also Person that is also Woman that is also Thing that is also something that (hasChild some (GrandParent that is also Mother that is also Person that is also Woman that is also Thing))'?,  True.
Can Female that is also GrandParent that is also Person that is also Woman that is also Thing that is also something that (hasChild some (GrandParent that is also Mother that is also Person that is also Woman that is also Thing)) be considered a subcategory of 'Female that is also GrandParent that is also Person that is also Woman that is also Thing that is also something that (hasChild some (GrandParent that is also Mother that is also Person that is also Woman that is also Thing))'?,  True.
Can GrandMother be considered a subcategory of 'GrandParent that is also Mother that is also Person that is also Woman that is also Thing'?,  True.
Can Female that is also Sister be considered a subcategory of 'Male'?,  False.
Can something that hasSex some Child be considered a subcategory of 'GrandMother'?,  False.
Can something that hasSibling some Parent be considered a subcategory of 'GrandMother'?,  False.
Can Father that is also OffSpring be considered a subcategory of 'Female'?,  False.
Can GrandFather that is also Son be considered a subcategory of 'Female'?,  False.
Can something that hasParent some Man be considered a subcategory of 'Mother'?,  False.
Can something that hasSibling some GrandParent be considered a subcategory of 'Sex'?,  False.
Can GrandFather that is also Mother be considered a subcategory of 'OffSpring'?,  False.
Can Male that is also Sibling be considered a subcategory of 'Woman'?,  False.
Can Female be considered a subcategory of 'something that hasSex some OffSpring'?,  False.
Can something that hasChild some Parent be considered a subcategory of 'Child'?,  False.
Can Sister be considered a subcategory of 'something that hasParent some Child'?,  False.
Can Child that is also Daughter be considered a subcategory of 'Brother'?,  False.
Can something that hasSex some Sex be considered a subcategory of 'Mother'?,  False.
Can Man be considered a subcategory of 'something that hasSibling some Son'?,  False.
Can Person that is also Sibling be considered a subcategory of 'Son'?,  False.
Can GrandParent that is also Parent be considered a subcategory of 'Woman'?,  False.
Can something that hasParent some Sibling be considered a subcategory of 'OffSpring'?,  False.
Can GrandMother that is also Sex be considered a subcategory of 'Child'?,  False.
Can GrandParent be considered a subcategory of 'something that hasSex some Parent'?,  True,
Can GrandMother be considered a subcategory of 'something that hasSex some Parent'?,  False.
Can Thing be considered a subcategory of 'something that hasSex some Parent'?,  I cannot
Can Thing that is also something that (hasSex some Parent) be considered a subcategory of 'Thing that is also something that (hasSex some Parent)'?,  False.
Can Thing be considered a subcategory of 'Thing that is also something that (hasSex some Parent)'?,  False.
Can Child be considered a subcategory of 'Thing that is also something that (hasSex some Parent)'?,  False.
Can Person be considered a subcategory of 'Thing that is also something that (hasSex some Parent)'?,  False.
Can OffSpring be considered a subcategory of 'Thing that is also something that (hasSex some Parent)'?,  True.
Can OffSpring be considered a subcategory of 'Person that is also Thing that is also something that (hasSex some Parent)'?,  True.
Can OffSpring be considered a subcategory of 'Person that is also Thing that is also something that (hasSex some (Parent that is also Thing))'?,  True.
Can OffSpring be considered a subcategory of 'Person that is also Thing that is also something that (hasSex some (Parent that is also Person that is also Thing))'?,  True.
Can Person that is also Thing that is also something that (hasSex some (Parent that is also Person that is also Thing)) be considered a subcategory of 'Person that is also Thing that is also something that (hasSex some (Parent that is also Person that is also Thing))'?,  I cannot
Can Thing be considered a subcategory of 'Person that is also Thing that is also something that (hasSex some (Parent that is also Person that is also Thing))'?,  False.
Can Person be considered a subcategory of 'Person that is also Thing that is also something that (hasSex some (Parent that is also Person that is also Thing))'?,  False.
Can Sibling be considered a subcategory of 'something that hasChild some Male'?,  False.
Can GrandFather that is also Sex be considered a subcategory of 'OffSpring'?,  False.
Can Sister be considered a subcategory of 'something that hasParent some Sister'?,  False.
Can Man that is also Sister be considered a subcategory of 'Sibling'?,  False.
Can GrandParent that is also Person be considered a subcategory of 'GrandMother'?,  False.
Can Female that is also OffSpring be considered a subcategory of 'GrandMother'?,  False.
Can Child be considered a subcategory of 'something that hasSibling some Son'?,  False.
Can GrandFather that is also Man be considered a subcategory of 'Parent'?,  True,
Can GrandFather that is also Man be considered a subcategory of 'Son'?,  False.
Can GrandFather that is also Man be considered a subcategory of 'Female'?,  False.
Can GrandFather that is also Man be considered a subcategory of 'Father'?,  False.
Can GrandFather that is also Man be considered a subcategory of 'Child'?,  False.
Can GrandFather that is also Man be considered a subcategory of 'Brother'?,  False.
Can Sibling be considered a subcategory of 'something that hasChild some Mother'?,  False.
Can Female that is also GrandMother be considered a subcategory of 'Sex'?,  False.
Can GrandFather be considered a subcategory of 'something that hasSex some Mother'?,  False.
Can Brother that is also Male be considered a subcategory of 'Woman'?,  False.
Can something that hasSex some Woman be considered a subcategory of 'Woman'?,  False.
Can Brother that is also Father be considered a subcategory of 'Female'?,  False.
Can GrandParent that is also Person be considered a subcategory of 'Mother'?,  False.
Can something that hasChild some Child be considered a subcategory of 'OffSpring'?,  False.
Can Male that is also OffSpring be considered a subcategory of 'Son'?,  True,
Can Male that is also OffSpring be considered a subcategory of 'GrandMother'?,  False.
Can Child be considered a subcategory of 'something that hasParent some Son'?,  False.
Can Daughter that is also Sibling be considered a subcategory of 'Male'?,  False.
Can Father that is also GrandFather be considered a subcategory of 'Sibling'?,  False.
Can something that hasSex some Man be considered a subcategory of 'Sex'?,  False.
Can something that hasSibling some GrandParent be considered a subcategory of 'Female'?,  False.
Can Child that is also Woman be considered a subcategory of 'GrandParent'?,  False.
Can Male that is also Parent be considered a subcategory of 'GrandFather'?,  False.
Can Male that is also Person be considered a subcategory of 'Sibling'?,  False.
Can Daughter be considered a subcategory of 'something that hasSex some Sibling'?,  False.
Can Sibling that is also Sister be considered a subcategory of 'Daughter'?,  False.
Can Child that is also Daughter be considered a subcategory of 'Mother'?,  False.
Can Mother be considered a subcategory of 'something that hasChild some Brother'?,  False.
Can Sister be considered a subcategory of 'something that hasSex some Father'?,  False.
Can something that hasSibling some Person be considered a subcategory of 'OffSpring'?,  False.
Can Man that is also Sex be considered a subcategory of 'Father'?,  False.
Can GrandParent that is also Parent be considered a subcategory of 'Sister'?,  False.
Can something that hasChild some Person be considered a subcategory of 'Man'?,  False.
Can Daughter that is also GrandMother be considered a subcategory of 'Father'?,  False.
Can OffSpring that is also Sibling be considered a subcategory of 'GrandParent'?,  False.
Can Female that is also Son be considered a subcategory of 'GrandFather'?,  False.
Can Daughter be considered a subcategory of 'something that hasParent some GrandMother'?,  False.
Can Sex be considered a subcategory of 'something that hasSibling some GrandMother'?,  False.
Can GrandMother be considered a subcategory of 'something that hasChild some Man'?,  False.
Can Mother that is also Parent be considered a subcategory of 'GrandFather'?,  False.
Can something that hasParent some OffSpring be considered a subcategory of 'Man'?,  False.
Can something that hasSex some Sex be considered a subcategory of 'Child'?,  False.
Can Man that is also OffSpring be considered a subcategory of 'GrandParent'?,  False.
Can Person that is also Woman be considered a subcategory of 'Parent'?,  False.
Can Man that is also Sex be considered a subcategory of 'Woman'?,  False.
Can GrandFather that is also Woman be considered a subcategory of 'OffSpring'?,  False.
Can Father that is also GrandMother be considered a subcategory of 'Daughter'?,  False.
Can Male be considered a subcategory of 'something that hasSibling some Man'?,  False.
Can Male that is also Sibling be considered a subcategory of 'GrandMother'?,  False.
Can GrandParent that is also Woman be considered a subcategory of 'Man'?,  False.
Can something that hasSibling some Sister be considered a subcategory of 'Sex'?,  False.
Can something that hasChild some OffSpring be considered a subcategory of 'Sex'?,  False.
Can GrandMother be considered a subcategory of 'something that hasChild some Son'?,  False.
Can Sex that is also Sibling be considered a subcategory of 'OffSpring'?,  False.
Can something that hasSibling some GrandParent be considered a subcategory of 'Son'?,  False.
Can Father that is also Sibling be considered a subcategory of 'Son'?,  False.
Can something that hasParent some Man be considered a subcategory of 'Child'?,  False.
Can something that hasSibling some Parent be considered a subcategory of 'Father'?,  False.
Can GrandFather that is also Son be considered a subcategory of 'Woman'?,  False.
Can GrandParent that is also Woman be considered a subcategory of 'Sex'?,  False.
Can Brother that is also Man be considered a subcategory of 'Sex'?,  False.
Can Male that is also Sibling be considered a subcategory of 'OffSpring'?,  False.
Can Parent that is also Sex be considered a subcategory of 'Daughter'?,  False.
Can Brother that is also Man be considered a subcategory of 'Daughter'?,  False.
Can Father be considered a subcategory of 'something that hasSex some Mother'?,  False.
Can GrandFather be considered a subcategory of 'something that hasChild some Sex'?,  False.
Can something that hasParent some Son be considered a subcategory of 'Brother'?,  False.
Can something that hasSibling some Male be considered a subcategory of 'Mother'?,  False.
Can Brother that is also Sex be considered a subcategory of 'Woman'?,  False.
Can Person that is also Sibling be considered a subcategory of 'Child'?,  False.
Can Daughter that is also Female be considered a subcategory of 'Son'?,  False.
Can Brother that is also Man be considered a subcategory of 'Father'?,  False.
Can GrandParent that is also Woman be considered a subcategory of 'Sister'?,  False.
Can Child that is also Sibling be considered a subcategory of 'Man'?,  False.
Can Female that is also Parent be considered a subcategory of 'Father'?,  False.
Can something that hasSibling some Male be considered a subcategory of 'GrandParent'?,  False.
Can Sister be considered a subcategory of 'something that hasSex some GrandParent'?,  False.
Can something that hasSex some Female be considered a subcategory of 'Person'?,  True.
Can something that hasSex some Female be considered a subcategory of 'GrandMother'?,  False.
Can something that hasSex some Female be considered a subcategory of 'Son'?,  False.
Can something that hasSex some Female be considered a subcategory of 'Father'?,  False.
Can something that hasSex some Female be considered a subcategory of 'Child'?,  False.
Can Thing be considered a subcategory of 'Thing that is also something that (hasSex some (Female that is also Person that is also Woman that is also Thing))'?,  False.
Can Thing that is also something that (hasSex some Female) that is also something that (hasSex some (Person that is also Woman that is also Thing)) be considered a subcategory of 'Thing that is also something that (hasSex some (Female that is also Person that is also Woman that is also Thing))'?,  I cannot
Can Thing that is also something that (hasSex some Female) that is also something that (hasSex some (Person that is also Woman that is also Thing)) be considered a subcategory of 'Person'?,  False.
Can Thing that is also something that (hasSex some (Female that is also Person that is also Woman that is also Thing)) be considered a subcategory of 'Thing that is also something that (hasSex some (Female that is also Person that is also Woman that is also Thing))'?,  True,
Can Thing that is also something that (hasSex some (Person that is also Woman that is also Thing)) be considered a subcategory of 'Person'?,  False.
Can Thing that is also something that (hasSex some (Female that is also Woman that is also Thing)) be considered a subcategory of 'Person'?,  I cannot
Can Thing that is also something that (hasSex some (Female that is also Person that is also Thing)) be considered a subcategory of 'Person'?,  I cannot
Can Daughter that is also Female be considered a subcategory of 'Man'?,  False.
Can Mother that is also Sex be considered a subcategory of 'Daughter'?,  False.
Can GrandFather be considered a subcategory of 'something that hasChild some GrandFather'?,  False.
Can GrandMother that is also Person be considered a subcategory of 'Man'?,  False.
Can Parent be considered a subcategory of 'something that hasSibling some Person'?,  False.
Can Brother that is also OffSpring be considered a subcategory of 'Sibling'?,  False.
Can Child be considered a subcategory of 'something that hasParent some Sibling'?,  False.
Can Daughter that is also Person be considered a subcategory of 'Brother'?,  False.
Can Man be considered a subcategory of 'something that hasSex some OffSpring'?,  True.
Can Thing that is also something that (hasSex some (OffSpring that is also Person that is also Thing)) be considered a subcategory of 'Thing that is also something that (hasSex some (OffSpring that is also Person that is also Thing))'?,  True.
Can GrandMother be considered a subcategory of 'OffSpring that is also Person that is also Thing'?,  False.
Can Thing be considered a subcategory of 'OffSpring that is also Person that is also Thing'?,  False.
Can Female be considered a subcategory of 'OffSpring that is also Person that is also Thing'?,  False.
Can Father be considered a subcategory of 'OffSpring that is also Person that is also Thing'?,  False.
Can Person be considered a subcategory of 'OffSpring that is also Person that is also Thing'?,  False.
Can Parent be considered a subcategory of 'OffSpring that is also Person that is also Thing'?,  False.
Can Man be considered a subcategory of 'OffSpring that is also Person that is also Thing'?,  False.
Can Mother be considered a subcategory of 'OffSpring that is also Person that is also Thing'?,  False.
Can GrandParent be considered a subcategory of 'OffSpring that is also Person that is also Thing'?,  False.
Can Sex be considered a subcategory of 'OffSpring that is also Person that is also Thing'?,  False.
Can Sister be considered a subcategory of 'OffSpring that is also Person that is also Thing'?,  False.
Can Woman be considered a subcategory of 'OffSpring that is also Person that is also Thing'?,  False.
Can Male be considered a subcategory of 'OffSpring that is also Person that is also Thing'?,  False.
Can Sibling be considered a subcategory of 'OffSpring that is also Person that is also Thing'?,  False.
Can GrandFather be considered a subcategory of 'OffSpring that is also Person that is also Thing'?,  False.
Can Person be considered a subcategory of 'something that hasChild some Brother'?,  False.
Can Parent be considered a subcategory of 'something that hasParent some Son'?,  False.
Can GrandFather be considered a subcategory of 'something that hasSex some Male'?,  False.
Can Brother that is also Child be considered a subcategory of 'Sex'?,  False.
Can GrandParent that is also Mother be considered a subcategory of 'OffSpring'?,  False.
Can OffSpring that is also Sibling be considered a subcategory of 'Brother'?,  False.
Can Father that is also Female be considered a subcategory of 'OffSpring'?,  False.
Can GrandFather that is also Male be considered a subcategory of 'Child'?,  False.
Can Brother that is also GrandMother be considered a subcategory of 'Male'?,  False.
Can OffSpring that is also Son be considered a subcategory of 'GrandFather'?,  False.
Can Parent be considered a subcategory of 'something that hasChild some Man'?,  False.
Can Female that is also Sex be considered a subcategory of 'GrandParent'?,  False.
Can Mother that is also OffSpring be considered a subcategory of 'GrandFather'?,  False.
Can something that hasParent some GrandMother be considered a subcategory of 'Father'?,  False.
Can something that hasSibling some Father be considered a subcategory of 'Daughter'?,  False.
Can Brother that is also Parent be considered a subcategory of 'GrandParent'?,  False.
Can Man that is also Woman be considered a subcategory of 'Sex'?,  False.
Can something that hasChild some Son be considered a subcategory of 'Daughter'?,  False.
Can Male that is also Sister be considered a subcategory of 'Daughter'?,  False.
Can GrandParent that is also Male be considered a subcategory of 'Female'?,  False.
Can something that hasSex some Sibling be considered a subcategory of 'Female'?,  False.
Can GrandMother that is also Person be considered a subcategory of 'Brother'?,  False.
Can Father that is also Son be considered a subcategory of 'GrandMother'?,  False.
Can GrandParent that is also Parent be considered a subcategory of 'Man'?,  False.
Can Man that is also Sibling be considered a subcategory of 'Father'?,  False.
Can GrandMother that is also Woman be considered a subcategory of 'GrandFather'?,  False.
Can Female that is also GrandParent be considered a subcategory of 'Sister'?,  False.
Can Brother that is also Sibling be considered a subcategory of 'Sister'?,  False.
Can GrandMother that is also Sister be considered a subcategory of 'GrandFather'?,  False.
Can Father be considered a subcategory of 'something that hasSibling some Brother'?,  False.
Can something that hasParent some Person be considered a subcategory of 'Son'?,  False.
Can something that hasSibling some Woman be considered a subcategory of 'Woman'?,  False.
Can Mother that is also Sibling be considered a subcategory of 'Male'?,  False.
Can Female that is also Woman be considered a subcategory of 'Male'?,  False.
Can Father be considered a subcategory of 'something that hasSex some GrandMother'?,  False.
Can Female that is also GrandParent be considered a subcategory of 'Parent'?,  True,
Can Female that is also GrandParent be considered a subcategory of 'GrandMother'?,  True.
Can Man be considered a subcategory of 'something that hasParent some Person'?,  False.
Can Father that is also Mother be considered a subcategory of 'GrandMother'?,  False.
Can Daughter that is also OffSpring be considered a subcategory of 'Sister'?,  False.
Can Sex that is also Son be considered a subcategory of 'Sister'?,  False.
Can GrandParent that is also Mother be considered a subcategory of 'Brother'?,  False.
Can GrandFather that is also Sibling be considered a subcategory of 'Son'?,  False.
Can Female that is also Sibling be considered a subcategory of 'Son'?,  False.
Can Father that is also GrandParent be considered a subcategory of 'Child'?,  False.
Can Woman be considered a subcategory of 'something that hasChild some OffSpring'?,  False.
Can Brother that is also Sister be considered a subcategory of 'Child'?,  False.
Can Man that is also Woman be considered a subcategory of 'Child'?,  False.
Can something that hasSex some Father be considered a subcategory of 'Parent'?,  True.
Can something that hasSex some Father be considered a subcategory of 'GrandMother'?,  False.
Can something that hasSex some Father be considered a subcategory of 'Son'?,  False.
Can something that hasSex some Father be considered a subcategory of 'Female'?,  False.
Can something that hasSex some Father be considered a subcategory of 'Father'?,  False.
Can something that hasSex some Father be considered a subcategory of 'Child'?,  False.
Can something that hasSex some Father be considered a subcategory of 'Person'?,  True.
Can Thing be considered a subcategory of 'Thing that is also something that (hasSex some (Father that is also Male that is also Man that is also Parent that is also Person that is also Thing))'?,  False.
Can Father that is also Male that is also Man that is also Parent that is also Person that is also Thing be considered a subcategory of 'GrandMother'?,  False.
Can Father that is also Male that is also Man that is also Parent that is also Person that is also Thing be considered a subcategory of 'Son'?,  False.
Can Father that is also Male that is also Man that is also Parent that is also Person that is also Thing be considered a subcategory of 'Female'?,  False.
Can Father that is also Male that is also Man that is also Parent that is also Person that is also Thing be considered a subcategory of 'Child'?,  False.
Can Father that is also Male that is also Man that is also Parent that is also Person that is also Thing be considered a subcategory of 'Brother'?,  False.
Can Father that is also Male that is also Man that is also Parent that is also Person that is also Thing be considered a subcategory of 'Daughter'?,  False.
Can Father that is also Male that is also Man that is also Parent that is also Person that is also Thing be considered a subcategory of 'Mother'?,  False.
Can Father that is also Male that is also Man that is also Parent that is also Person that is also Thing be considered a subcategory of 'GrandParent'?,  False.
Can Father that is also Male that is also Man that is also Parent that is also Person that is also Thing be considered a subcategory of 'Sex'?,  False.
Can Father that is also Male that is also Man that is also Parent that is also Person that is also Thing be considered a subcategory of 'Sister'?,  False.
Can Father that is also Male that is also Man that is also Parent that is also Person that is also Thing be considered a subcategory of 'OffSpring'?,  False.
Can Father that is also Male that is also Man that is also Parent that is also Person that is also Thing be considered a subcategory of 'Woman'?,  False.
Can Father that is also Male that is also Man that is also Parent that is also Person that is also Thing be considered a subcategory of 'Sibling'?,  False.
Can Father that is also Male that is also Man that is also Parent that is also Person that is also Thing be considered a subcategory of 'GrandFather'?,  False.
Can Thing that is also something that (hasSex some Father) that is also something that (hasSex some (Male that is also Man that is also Parent that is also Person that is also Thing)) be considered a subcategory of 'Thing that is also something that (hasSex some (Father that is also Male that is also Man that is also Parent that is also Person that is also Thing))'?,  True.
Can Thing that is also something that (hasSex some (Father that is also Male that is also Man that is also Parent that is also Person that is also Thing)) be considered a subcategory of 'Thing that is also something that (hasSex some (Father that is also Male that is also Man that is also Parent that is also Person that is also Thing))'?,  False.
