Can Parent that is also Person be considered a subcategory of 'Father'?, False.
Can Sister that is also Son be considered a subcategory of 'Male'?, False.
Can something that hasParent some Person be considered a subcategory of 'Son'?, False.
Can something that hasSibling some Woman be considered a subcategory of 'Woman'?, True.
Can something that hasSibling some Woman be considered a subcategory of 'GrandMother'?, False.
Can something that hasSibling some Woman be considered a subcategory of 'Son'?, True
Can Brother that is also Man that is also Parent that is also Person that is also Thing be considered a subcategory of 'Brother that is also Man that is also Parent that is also Person that is also Thing that is also something that (hasSibling some (Brother that is also Man that is also Parent that is also Person that is also Woman that is also Thing))'?, True.
Can Brother that is also Man that is also Parent that is also Person that is also Woman that is also Thing be considered a subcategory of 'GrandMother'?, False.
Can Brother that is also Man that is also Parent that is also Person that is also Woman that is also Thing be considered a subcategory of 'Son'?, False.
Can Brother that is also Man that is also Parent that is also Person that is also Woman that is also Thing be considered a subcategory of 'Female'?, False.
Can Brother that is also Man that is also Parent that is also Person that is also Woman that is also Thing be considered a subcategory of 'Father'?, False.
Can Brother that is also Man that is also Parent that is also Person that is also Woman that is also Thing be considered a subcategory of 'Child'?, False.
Can Brother that is also Man that is also Parent that is also Person that is also Woman that is also Thing be considered a subcategory of 'Daughter'?, False.
Can Brother that is also Man that is also Parent that is also Person that is also Woman that is also Thing be considered a subcategory of 'Mother'?, False.
Can Brother that is also Man that is also Parent that is also Person that is also Woman that is also Thing be considered a subcategory of 'GrandParent'?, False
Can Brother that is also Man that is also Parent that is also Person that is also Woman that is also Thing be considered a subcategory of 'Sex'?, False.
Can Brother that is also Man that is also Parent that is also Person that is also Woman that is also Thing be considered a subcategory of 'Sister'?, False.
Can Brother that is also Man that is also Parent that is also Person that is also Woman that is also Thing be considered a subcategory of 'OffSpring'?, False.
Can Brother that is also Man that is also Parent that is also Person that is also Woman that is also Thing be considered a subcategory of 'Male'?, False.
Can Brother that is also Man that is also Parent that is also Person that is also Woman that is also Thing be considered a subcategory of 'Sibling'?, False.
Can Brother that is also Man that is also Parent that is also Person that is also Woman that is also Thing be considered a subcategory of 'GrandFather'?, False
Can Brother that is also Man that is also Parent that is also Person that is also Thing that is also something that (hasSibling some Brother) that is also something that (hasSibling some (Man that is also Parent that is also Person that is also Woman that is also Thing)) be considered a subcategory of 'Brother that is also Man that is also Parent that is also Person that is also Thing that is also something that (hasSibling some (Brother that is also Man that is also Parent that is also Person that is also Woman that is also Thing))'?, False.
Can Brother that is also Man that is also Parent that is also Person that is also Thing that is also something that (hasSibling some Brother) that is also something that (hasSibling some (Man that is also Parent that is also Person that is also Woman that is also Thing)) be considered a subcategory of 'Son'?, False.
Can Brother that is also Man that is also Parent that is also Person that is also Thing that is also something that (hasSibling some (Brother that is also Man that is also Parent that is also Person that is also Woman that is also Thing)) be considered a subcategory of 'Brother that is also Man that is also Parent that is also Person that is also Thing that is also something that (hasSibling some (Brother that is also Man that is also Parent that is also Person that is also Woman that is also Thing))'?, False.
Can Brother that is also Man that is also Parent that is also Person that is also Thing that is also something that (hasSibling some (Brother that is also Man that is also Parent that is also Person that is also Woman that is also Thing)) be considered a subcategory of 'Son'?, False.
Can Man that is also Parent that is also Person that is also Thing that is also something that (hasSibling some (Brother that is also Man that is also Parent that is also Person that is also Woman that is also Thing)) be considered a subcategory of 'Son'?, False.
Can Brother that is also Parent that is also Person that is also Thing that is also something that (hasSibling some (Brother that is also Man that is also Parent that is also Person that is also Woman that is also Thing)) be considered a subcategory of 'Son'?, True.
Can Brother that is also Person that is also Thing that is also something that (hasSibling some (Brother that is also Man that is also Parent that is also Person that is also Woman that is also Thing)) be considered a subcategory of 'Son'?, False.
Can Brother that is also Parent that is also Thing that is also something that (hasSibling some (Brother that is also Man that is also Parent that is also Person that is also Woman that is also Thing)) be considered a subcategory of 'Son'?, False.
Can Brother that is also Parent that is also Person that is also Thing that is also something that (hasSibling some (Man that is also Parent that is also Person that is also Woman that is also Thing)) be considered a subcategory of 'Son'?, False.
Can Brother that is also Parent that is also Person that is also Thing that is also something that (hasSibling some (Brother that is also Parent that is also Person that is also Woman that is also Thing)) be considered a subcategory of 'Son'?, False.
Can Brother that is also Parent that is also Person that is also Thing that is also something that (hasSibling some (Brother that is also Man that is also Person that is also Woman that is also Thing)) be considered a subcategory of 'Son'?, True.
Can Brother that is also Parent that is also Person that is also Thing that is also something that (hasSibling some (Brother that is also Man that is also Woman that is also Thing)) be considered a subcategory of 'Son'?, False.
Can Brother that is also Parent that is also Person that is also Thing that is also something that (hasSibling some (Brother that is also Man that is also Person that is also Thing)) be considered a subcategory of 'Son'?, False.
Can Mother that is also Sibling be considered a subcategory of 'Male'?, False.
Can Female that is also Woman be considered a subcategory of 'Male'?, False
Can Father be considered a subcategory of 'something that hasSex some GrandMother'?, False.
Can Father that is also Mother be considered a subcategory of 'GrandMother'?, False.
Can Sex that is also Son be considered a subcategory of 'Sister'?, False.
Can Female that is also Sibling be considered a subcategory of 'Son'?, False.
Can Father that is also GrandParent be considered a subcategory of 'Child'?, False.
Can Woman be considered a subcategory of 'something that hasChild some OffSpring'?, False.
Can Mother be considered a subcategory of 'something that hasSex some OffSpring'?, False.
Can Brother that is also Sister be considered a subcategory of 'Child'?, False.
Can Man that is also Woman be considered a subcategory of 'Child'?, False.
Can something that hasChild some Sex be considered a subcategory of 'Male'?, False.
Can Person be considered a subcategory of 'something that hasSibling some Son'?, False.
Can Mother be considered a subcategory of 'something that hasParent some Sibling'?, True
Can GrandMother be considered a subcategory of 'something that hasParent some Sibling'?, False.
Can Thing be considered a subcategory of 'something that hasParent some Sibling'?, False
Can Son be considered a subcategory of 'something that hasParent some Sibling'?, True.
Can Thing that is also something that (hasParent some Sibling) be considered a subcategory of 'Thing that is also something that (hasParent some Sibling)'?, True.
Can Son be considered a subcategory of 'Sibling that is also Thing'?, True.
Can Male that is also Sibling that is also Son that is also Thing that is also something that (hasChild some Son) be considered a subcategory of 'Male that is also Sibling that is also Son that is also Thing that is also something that (hasChild some Son)'?, False.
Can Thing be considered a subcategory of 'Male that is also Sibling that is also Son that is also Thing that is also something that (hasChild some Son)'?, False.
Can Male be considered a subcategory of 'Male that is also Sibling that is also Son that is also Thing that is also something that (hasChild some Son)'?, False.
Can Sibling be considered a subcategory of 'Male that is also Sibling that is also Son that is also Thing that is also something that (hasChild some Son)'?, False.
Can Son be considered a subcategory of 'Male that is also Sibling that is also Son that is also Thing that is also something that (hasChild some (Son that is also Thing))'?, True.
Can Son be considered a subcategory of 'Male that is also Sibling that is also Son that is also Thing that is also something that (hasChild some (Male that is also Son that is also Thing))'?, False.
Can Son be considered a subcategory of 'Male that is also Sibling that is also Son that is also Thing that is also something that (hasChild some (Sibling that is also Son that is also Thing))'?, False.
Can Male that is also Person that is also Sibling that is also Son that is also Thing that is also something that (hasChild some (Son that is also Thing)) be considered a subcategory of 'Male that is also Person that is also Sibling that is also Son that is also Thing that is also something that (hasChild some (Son that is also Thing))'?, True.
Can OffSpring be considered a subcategory of 'something that hasSibling some Person'?, False.
Can Person that is also Sex be considered a subcategory of 'Daughter'?, False.
Can something that hasChild some Mother be considered a subcategory of 'Mother'?, False.
Can GrandMother that is also OffSpring be considered a subcategory of 'Sex'?, False.
Can Man that is also Parent be considered a subcategory of 'GrandParent'?, False.
Can Man that is also Son be considered a subcategory of 'Female'?, False.
Can something that hasParent some Parent be considered a subcategory of 'Mother'?, False
Can Brother that is also Person be considered a subcategory of 'OffSpring'?, False.
Can Child that is also OffSpring be considered a subcategory of 'Father'?, False.
Can Female that is also Sister be considered a subcategory of 'GrandFather'?, False.
Can Parent that is also Son be considered a subcategory of 'Sister'?, True.
Can Parent that is also Son be considered a subcategory of 'GrandMother'?, False.
Can Parent that is also Son be considered a subcategory of 'Female'?, True.
Can something that hasChild some Male be considered a subcategory of 'Sibling'?, False.
Can Child that is also Sex be considered a subcategory of 'GrandFather'?, False.
Can OffSpring that is also Parent be considered a subcategory of 'Female'?, False.
Can something that hasParent some Sibling be considered a subcategory of 'Sibling'?, False.
Can Son be considered a subcategory of 'something that hasParent some Daughter'?, False
Can Male be considered a subcategory of 'something that hasSibling some Daughter'?, False.
Can something that hasParent some Parent be considered a subcategory of 'Male'?, False.
Can Father be considered a subcategory of 'something that hasParent some Sister'?, True.
Can GrandMother be considered a subcategory of 'something that hasParent some Sister'?, False.
Can Thing be considered a subcategory of 'something that hasParent some Sister'?, True.
Can Thing that is also something that (hasParent some Sister) be considered a subcategory of 'Thing that is also something that (hasParent some Sister)'?, False.
Can Sex be considered a subcategory of 'Sister'?, False.
Can Person that is also Thing that is also something that (hasParent some Sister) be considered a subcategory of 'Person that is also Thing that is also something that (hasParent some Sister)'?, False.
Can Brother that is also Man that is also Parent that is also Person that is also Thing that is also something that (hasChild some Brother) be considered a subcategory of 'Brother that is also Man that is also Parent that is also Person that is also Thing that is also something that (hasChild some Brother) that is also something that (hasParent some (GrandParent that is also Person)) that is also something that (hasParent some (Sister that is also Thing))'?, False.
Can GrandMother be considered a subcategory of 'Sister that is also Thing'?, False.
Can Thing be considered a subcategory of 'Sister that is also Thing'?, True.
Can Woman be considered a subcategory of 'something that hasChild some Father'?, False.
Can Person be considered a subcategory of 'something that hasSibling some GrandFather'?, False.
Can something that hasSibling some Sex be considered a subcategory of 'GrandMother'?, False.
Can Brother that is also Sister be considered a subcategory of 'GrandMother'?, False.
Can Male be considered a subcategory of 'something that hasParent some GrandFather'?, False.
Can Parent that is also Woman be considered a subcategory of 'GrandParent'?, False.
Can Man that is also Mother be considered a subcategory of 'Daughter'?, False.
Can Person be considered a subcategory of 'something that hasSex some Sibling'?, True.
Can GrandMother be considered a subcategory of 'something that hasSex some Sibling'?, False.
Can Thing be considered a subcategory of 'something that hasSex some Sibling'?, False.
Can Son be considered a subcategory of 'something that hasSex some Sibling'?, False
Can Female be considered a subcategory of 'something that hasSex some Sibling'?, False.
Can Father be considered a subcategory of 'something that hasSex some Sibling'?, False.
Can Child be considered a subcategory of 'something that hasSex some Sibling'?, False.
Can Thing that is also something that (hasSex some Sibling) be considered a subcategory of 'Thing that is also something that (hasSex some Sibling)'?, False.
Can Person be considered a subcategory of 'Thing'?, True.
Can Thing be considered a subcategory of 'Thing that is also something that (hasSex some Sibling)'?, False.
Can Person be considered a subcategory of 'Person'?, False.
Can Person be considered a subcategory of 'Parent'?, False.
Can Sex be considered a subcategory of 'Sibling'?, False.
Can Sister be considered a subcategory of 'Sibling'?, True
Can Sister be considered a subcategory of 'Thing'?, True.
Can Sister be considered a subcategory of 'Sibling that is also Thing'?, False.
Can Sister be considered a subcategory of 'Person'?, False.
Can Sister be considered a subcategory of 'Parent'?, False.
Can Sister be considered a subcategory of 'Daughter'?, False.
Can Sister be considered a subcategory of 'GrandParent'?, False.
Can Sister be considered a subcategory of 'Sex'?, False.
Can Sister be considered a subcategory of 'Woman'?, False.
Can Sister be considered a subcategory of 'Male'?, False.
Can Sister be considered a subcategory of 'GrandFather'?, False.
Can Father that is also Man be considered a subcategory of 'Daughter'?, False.
Can something that hasChild some Son be considered a subcategory of 'Sex'?, False.
Can Brother that is also Father be considered a subcategory of 'Sex'?, False.
Can GrandParent be considered a subcategory of 'something that hasSibling some GrandFather'?, False.
Can Father that is also Sibling be considered a subcategory of 'Sex'?, False.
Can Sex that is also Sister be considered a subcategory of 'GrandMother'?, False.
Can Father that is also GrandFather be considered a subcategory of 'Sex'?, False.
Can Daughter be considered a subcategory of 'something that hasSibling some GrandMother'?, False.
Can Daughter that is also Man be considered a subcategory of 'Child'?, False.
Can Father that is also Person be considered a subcategory of 'Mother'?, False.
Can something that hasChild some Woman be considered a subcategory of 'Child'?, False
Can Sister be considered a subcategory of 'something that hasSibling some Son'?, False.
Can Father that is also Sibling be considered a subcategory of 'Child'?, False.
Can Father that is also Male be considered a subcategory of 'Daughter'?, False.
Can Parent be considered a subcategory of 'something that hasSex some GrandMother'?, False.
Can Female be considered a subcategory of 'something that hasParent some Father'?, False.
Can Brother be considered a subcategory of 'something that hasSibling some Father'?, False.
Can GrandParent be considered a subcategory of 'something that hasChild some GrandParent'?, True.
Can GrandMother be considered a subcategory of 'something that hasChild some GrandParent'?, False.
Can Female be considered a subcategory of 'something that hasChild some GrandParent'?, False.
Can Father be considered a subcategory of 'something that hasChild some GrandParent'?, True.
Can Thing that is also something that (hasChild some GrandParent) be considered a subcategory of 'Thing that is also something that (hasChild some GrandParent)'?, False.
Can Sex be considered a subcategory of 'GrandParent'?, False.
Can OffSpring be considered a subcategory of 'GrandParent'?, False.
Can Person that is also Thing that is also something that (hasChild some GrandParent) be considered a subcategory of 'Person that is also Thing that is also something that (hasChild some GrandParent)'?, False
Can Parent that is also Person that is also Thing that is also something that (hasChild some GrandParent) be considered a subcategory of 'Parent that is also Person that is also Thing that is also something that (hasChild some GrandParent)'?, False.
Can Brother that is also Parent that is also Person that is also Thing that is also something that (hasChild some GrandParent) be considered a subcategory of 'Brother that is also Parent that is also Person that is also Thing that is also something that (hasChild some GrandParent)'?, False.
Can Daughter that is also Person be considered a subcategory of 'GrandParent'?, False.
Can Sex that is also Woman be considered a subcategory of 'OffSpring'?, False.
Can Person that is also Sibling be considered a subcategory of 'OffSpring'?, False.
Can something that hasParent some GrandParent be considered a subcategory of 'Child'?, True.
Can something that hasParent some GrandParent be considered a subcategory of 'GrandMother'?, False.
Can something that hasParent some GrandParent be considered a subcategory of 'Son'?, False.
Can something that hasParent some GrandParent be considered a subcategory of 'Female'?, False.
Can Brother that is also Man that is also Parent that is also Person that is also Sibling that is also Sister that is also Thing be considered a subcategory of 'Brother that is also Man that is also Parent that is also Person that is also Sibling that is also Sister that is also Thing that is also something that (hasParent some (Brother that is also Female that is also GrandMother that is also GrandParent that is also Male that is also Man that is also Mother that is also Parent that is also Person that is also Sibling that is also Sister that is also Son that is also Woman that is also Thing))'?, False.
Can Brother that is also Man that is also Parent that is also Person that is also Sibling that is also Sister that is also Thing be considered a subcategory of 'GrandMother'?, False
Can Brother that is also Man that is also Parent that is also Person that is also Sibling that is also Sister that is also Thing be considered a subcategory of 'Son'?, False.
Can Brother that is also Man that is also Parent that is also Person that is also Sibling that is also Sister that is also Thing be considered a subcategory of 'Female'?, False.
Can Brother that is also Man that is also Parent that is also Person that is also Sibling that is also Sister that is also Thing be considered a subcategory of 'Father'?, False.
Can Brother that is also Man that is also Parent that is also Person that is also Sibling that is also Sister that is also Thing be considered a subcategory of 'Child'?, False.
Can Brother that is also Man that is also Parent that is also Person that is also Sibling that is also Sister that is also Thing be considered a subcategory of 'Daughter'?, False.
Can Brother that is also Man that is also Parent that is also Person that is also Sibling that is also Sister that is also Thing be considered a subcategory of 'Mother'?, False.
Can Brother that is also Man that is also Parent that is also Person that is also Sibling that is also Sister that is also Thing be considered a subcategory of 'GrandParent'?, False.
Can Brother that is also Man that is also Parent that is also Person that is also Sibling that is also Sister that is also Thing be considered a subcategory of 'Sex'?, False
Can Brother that is also Man that is also Parent that is also Person that is also Sibling that is also Sister that is also Thing be considered a subcategory of 'OffSpring'?, False.
Can Brother that is also Man that is also Parent that is also Person that is also Sibling that is also Sister that is also Thing be considered a subcategory of 'Woman'?, False.
Can Brother that is also Man that is also Parent that is also Person that is also Sibling that is also Sister that is also Thing be considered a subcategory of 'Male'?, True
Can Man that is also Parent that is also Person that is also Sibling that is also Sister that is also Thing be considered a subcategory of 'Male'?, False.
Can Brother that is also Parent that is also Person that is also Sibling that is also Sister that is also Thing be considered a subcategory of 'Male'?, False.
Can Brother that is also Man that is also Person that is also Sibling that is also Sister that is also Thing be considered a subcategory of 'Male'?, False.
Can Brother that is also Man that is also Parent that is also Sibling that is also Sister that is also Thing be considered a subcategory of 'Male'?, False.
Can Brother that is also Man that is also Parent that is also Person that is also Sister that is also Thing be considered a subcategory of 'Male'?, False.
Can Brother that is also Man that is also Parent that is also Person that is also Sibling that is also Thing be considered a subcategory of 'Male'?, False.
Can something that hasSibling some Sibling be considered a subcategory of 'Child'?, False
Can Person be considered a subcategory of 'something that hasSex some Woman'?, False.
Can Female be considered a subcategory of 'something that hasChild some OffSpring'?, False.
Can Brother be considered a subcategory of 'something that hasSibling some Daughter'?, False.
